term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
muscle tension response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000022	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Muscle tension response to anxiety is anti-rigid because it is a contingent state or phase of the muscular system. An instance of a muscle or physiological system can exist without exhibiting this response, and it ceases to be characterized by this property once the anxiety-induced state passes without the individual (the essence) ceasing to exist.	Muscle tension response is a qualitative state or occurrent that lacks a specific identity condition for its instances. While it can be measured, there are no principled criteria (like spatio-temporal continuity or unique identifiers) to distinguish one instance of this tension from another in a persistent way across contexts or to re-identify it as the 'same' instance over time.	Since the entity is categorized as -I, it does not carry an identity condition; consequently, it cannot supply one (+O), as supplying an identity condition requires both carrying it and being a rigid property.	Muscle tension response is a dynamic physiological state or property rather than a physical whole with defined boundaries or a unifying mereological structure. While it affects physical systems, the property itself does not consist of parts that form an intrinsic whole.	Muscle tension response is externally dependent on a psyche/nervous system capable of experiencing anxiety. This physiological state cannot exist without the specific underlying emotional/cognitive state (anxiety) that triggers it.	
cognitive response to fear	http://purl.bioontology.org/ontology/EMRO/0000023	+R	-I	-O	-U	+D	Attribution or Quality	A 'cognitive response to fear' is a rigid property because if a specific mental event or process is characterized as such a response, it cannot cease to be one without losing its identity as that specific response. For any instance of this property, it does not exist unless it is a cognitive response to fear.	A 'cognitive response to fear' is a non-sortal property that describes a process or state rather than an entity with a specific identity condition. It lacks a principled, global criterion (like spatio-temporal continuity or unique identifiers) to distinguish one instance of a response from another or to re-identify the same response instance over time; identity is instead inherited from the specific Agent or Event it is associated with.	Since the entity is labeled as -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Supplying an identity condition logically requires that the property is rigid and carries an identity condition in the first place.	A cognitive response to fear is a mental event or process rather than a physical or functional whole with parts integrated by a single equivalence relation. While it has a start and end, it lacks a consistent mereological structure common to intrinsic wholes.	A cognitive response to fear is externally dependent on the existence of a fear stimulus or state. Since the response is a specific reaction to an emotion (fear), it cannot exist without the entity or event that triggered the fear state it is responding to.	
cognitive response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000024	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A 'cognitive response to anxiety' identifies a state or behavior rather than a core essence. An instance (an entity's reaction or thought process) is only categorized as such during the time it is responding to that specific stimulus; it can cease to be a response once the anxiety passes without the entity itself ceasing to exist.	A 'cognitive response to anxiety' is a specific behavioral or mental episode. It does not carry a formal identity condition (IC) that allows us to distinguish two instances of the same response apart from their circumstances, nor does it provide a principled way to track a response over time if it were to change its cognitive structure.	Since the entity does not carry any identity condition (-I), it follows logically that it cannot supply its own identity condition (+O). A property that lacks identity criteria entirely cannot define a global condition for identifying and distinguishing its instances.	A 'cognitive response to anxiety' (such as rumination or an appraisal) is a mental occurrence that lacks a formal mereological structure or a specific 'unifying relation' (omega) that defines it as a whole with discrete parts. While it is an occurrence, it does not necessarily consist of intrinsic parts bound by a single topological, morphological, or functional unity condition applicable to all instances.	A response is inherently relational; a cognitive response to anxiety cannot exist without the external presence of the anxiety it is responding to, nor can it exist without a cognitive agent to experience it.	
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	-I	-O	-U	+D	Attribution or Quality	This term refers to a specific biological process or physiological event. Within the conceptualization of biological functions, an instance of this specific response cannot cease to be that response without losing its identity as that event; it is inherently defined by its causal mechanisms and nature.	A sweat secretion response is a process or occurrent. While it can be observed, it lacks a principled identity condition (IC) that allows for the distinguishing of one instance from another across time or the re-identification of the same instance. Unlike the organism (a sortal) performing the response, the response itself is typically viewed as a property or state that does not supply its own global criteria for identity.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the formal definitions, supplying an IC (+O) implies carrying an IC (+I), and as a property characterizing a physiological response/event, it does not provide a global identity condition used to individuate instances independently of a subsuming rigid property.	A 'sweat secretion response' is a functional or physiological process rather than a discrete physical or conceptual whole with fixed boundaries. While it has components (chemical release, gland activation), it is typically viewed as a continuous or occurring event without an intrinsic unity condition that defines it as a single 'whole' in the way a biological organism is.	A sweat secretion response to fear is an occurrence that necessarily depends on the existence of a sentient organism (the host) and a stimulus (fear) to exist; it cannot exist as an independent entity.	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	The sweat secretion response to anxiety is a contingent property of a biological system's transient state; an organism can exist without currently exhibiting this specific response, and the response itself is defined by its occurrence as a reaction rather than being an essential, permanent attribute of the entities involved.	This term refers to a physiological occurrence or property rather than a sortal entity. While individual instances of a sweat response can be measured, they do not possess a principled, intrinsic identity condition for re-identification or individuation like a physical object or person; it is a quality or process usually treated as a ‘particular’ of a non-sortal property.	Since the entity is determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Only rigid properties that establish global identity for their instances can be +O; a physiological response event typically inherits its identity from the underlying physiological process or biological class.	As a physiological process/event, it lacks a specific mereological structure or a 'whole' boundary that binds all its parts (individual sweat gland activations) into a single intrinsic whole. It is treated as an occurrent property where the instances are not necessarily wholes according to a specific unification relation.	The response cannot exist without an instance of anxiety as its cause and a physiological subject (organism) to manifest the response; it is notionally and existentially dependent on these external entities.	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term represents a physiological state or response. An entity (such as a heart or an organism) can exhibit an increased response to fear at one point in time and return to a baseline state later without losing its identity, making the property contingent for all its instances.	This term describes a physiological state or response, which is a non-sortal property. While instances can be observed, there is no inherent identity condition within the property itself to distinguish one instance from another or re-identify 'the same' instance across different occurrences; it lacks the individuating criteria found in objects or organisms (+I).	Since the entity is determined to be -I (does not carry an identity condition), it cannot by definition supply its own identity condition (+O). Only rigid sortals that carry identity can supply it.	This term refers to a physiological state or clinical observation. While it describes a change within a biological system, it is not an intrinsic whole with its own internal mereological boundaries or self-connected parts; rather, it is a property or manifestation of an underlying biological entity.	The term represents a physiological response, which is a process or state that cannot exist in isolation. It necessarily depends on the existence of a biological entity (a heart/organism) and a psychological state (fear) to occur.	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This property represents a contingent physiological state or reaction. An individual instance (an organism) can exhibit an increased heart response to anxiety at one time and not another, meaning it is not essential to the identity of the instance.	This term describes a physiological state or response rather than a sortal entity. While it is an attribute of a person, the property 'increased heart response to anxiety' itself does not provide a principled identity condition or a characteristic relation to distinguish or re-identify one instance of the response from another over time independent of the host.	Since the entity is characterized as -I (not carrying an identity condition), it is logically impossible for it to supply its own identity condition (+O). Furthermore, it is a non-rigid property describing a state or reaction rather than a discrete sortal entity.	This term refers to a physiological state or property of a biological system rather than a discrete entity with its own mereological structure. It does not possess a specific unity condition that binds parts together into an intrinsic whole; instead, it describes a dynamic change in an existing organ's activity.	This entity is a physiological state or behavior that cannot exist without the presence of a 'Heart' (the anatomical part) and an 'Anxiety' state (the triggering condition). It is notionally dependent on these external entities for its definition and existence.	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is an anti-rigid property because it describes a contingent response or physiological state. An entity (such as a person or animal) that exhibits this response can cease to have an increased breathing rate while remaining the same individual; therefore, the property is not essential to the identity of its instances.	This term describes a process-based response (an event) rather than a sortal entity. In Western ontological analysis, such occurrences are often considered -I because they lack a principled, intrinsic identity condition for re-identification over time; there is no global criteria in the sense of a fingerprint or serial number to distinguish one instance of 'increased breathing' from another across different contexts without referring back to the specific organism (+I) undergoing it.	Since the entity is characterized as -I (lacking an identity condition), it cannot fulfill the requirements for +O, which necessitates both rigidity (+R) and the presence of an identity condition (+I). Therefore, it cannot supply its own global criteria for identity.	A physiological response like increased breathing rate is a process or state change rather than a discrete physical whole. While it involves a coordinated biological system, the 'response' itself lacks the intrinsic mereological boundaries and unifying relation required for an intrinsic whole (+U), nor is it strictly a mereological sum of disconnected aggregates (~U).	This entity is a physiological response that is intrinsically and externally dependent on the state of 'fear'. By definition, instances of this specific response cannot exist unless the corresponding emotion (fear) also exists as the catalyst.	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term represents a contingent physiological state or role. An instance (an individual's physiological state) only possesses this property during the period it is actually responding to anxiety; the individual can exist without this specific response, making it anti-rigid.	This term describes a physiological state or response rather than a sortal entity. While instances of 'increased breathing' can be observed, the property itself does not provide an autonomous principle for identifying or re-identifying such responses across contexts independently of the organism experiencing them.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot satisfy the +O meta-property, which requires supplying an identity condition. Consequently, it inherits or lacks a global condition rather than providing one of its own.	A physiological response like an 'increased breathing rate' is a state or a process. While it describes a specific biological activity, it does not define an intrinsic whole with a fixed mereological structure or unified parts in the way a physical object (like a lung) or a discrete event (with a fixed beginning and end) does. The boundaries of the 'response' are often vague and dependent on external physiological context.	The instance 'increased breathing rate response to anxiety' is externally dependent on the existence of 'Anxiety' (the stimulus) and a 'Respiratory System' (the host mechanism). The response cannot exist in isolation without the specific psychological/physiological state that triggers and characterizes it.	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	~R	+I	-O	-U	+D	Role (Anti-rigid, dependent)	A syncope response to fear is a temporary physiological state or phase of an individual's nervous system. Since an individual (such as a person) can exist without currently experiencing a fear-induced fainting episode, the property is contingent and can be gained or lost while maintaining identity, making it anti-rigid.	A syncope response to fear is a specific medical event (a sortal) that carries identity conditions through its spatio-temporal location, the specific subject undergoing the episode, and the causal link to a fear stimulus, allowing it to be distinguished and re-identified as a single distinct occurrence.	While 'syncope response to fear' carries an identity condition (it is +I), it does not supply its own global identity condition. Instead, it specializes and inherits its identity criteria from more general parent properties such as 'Physiological Process' or 'Biological Response'.	A 'syncope response' is a complex physiological event or process rather than a discrete physical whole with a single, unifying mereological structure. While it involves coordinated biological parts, it lacks a common equivalence relation (omega) that defines it as a singular intrinsic whole across all instances.	A 'syncope response to fear' is a specific physiological event that cannot exist in isolation. It is externally dependent on both a sentient organism (the subject) and an inducing stimulus (fear/threat) to occur.	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A syncope response to anxiety is anti-rigid because it is a contingent state or event. An individual (the subject) can experience this response at specific times but does not necessarily undergo it in all possible worlds or at all times to maintain their identity. It functions as a phase or manifestation that an instance can cease to exhibit without ceasing to exist.	The term 'syncope response to anxiety' describes a clinical event or behavioral process rather than a sortal entity. It does not provide a principled identity condition to distinguish one instance from another (e.g., if a patient has two such episodes, there is no inherent formal criterion like an ID to track the 'identity' of the response itself across time).	Since the entity is analyzed as -I (not carrying an identity condition), it is logically impossible for it to supply its own identity condition (+O). Furthermore, as a specific medical event or response, it inherits its identity from the more general category of physiological responses rather than defining a unique global identity condition of its own.	As a medical condition or pathophysiological process (a type of response), it lacks a specific mereological structure or 'whole-part' integration. It describes a transient sequence of physiological events rather than an intrinsic whole with a definitive boundary or unifying relation.	A 'syncope response to anxiety' is an event-based property that is externally dependent on both a host (a biological organism) and a specific psychological or physiological state (anxiety) to exist.	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A response is a phase or role of a specific behavior or state that occurs in reaction to a stimulus. It is anti-rigid because a motoric action (such as jumping) is not essentially a 'response to fear'; it could occur for other reasons, and the instance can cease to be a response once the stimulus-reaction context is removed.	A motoric response to fear is a type of event or process that lacks a specific, intrinsic identity condition (IC) to distinguish one instance from another over time or to re-identify it. It is usually identified via the entity performing the movement, rather than carrying its own global IC.	Since the entity is analyzed as -I (lacking an identity condition), it cannot supply its own identity condition (+O). Only properties tagged with +I can be further categorized as supplying their own IC or inheriting one.	A motoric response to fear (such as flinching or running) is an event or action. While it has components, it typically lacks a single, uniform 'omega' relation that defines it as an intrinsic mereological whole across all instances. Different instances of this property may have different unity criteria, or none at all, depending on the specific physiological behavior involved.	A motoric response to fear is externally dependent on the emotion of fear itself; the response cannot exist as such without the internal state of fear that triggers or characterizes it.	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A motoric response to anxiety is a contingent state or behavioral reaction. An entity (such as a person) manifesting this response can cease to exhibit it while remaining the same individual; therefore, it is not essential to the identity of its instances.	The term describes a qualitative behavioral category or reaction rather than a discrete entity with a unique, persistent identity condition. There is no principled way to distinguish or re-identify one instance of a motoric response from another across different contexts or times using a characteristic identity-providing property.	Since the entity is -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Supplying an IC requires the property to be rigid and to carry an IC, which is not the case for a behavioral response defined by psychological context.	A motoric response to anxiety is a behavioral process or event rather than an intrinsic whole with a fixed mereological structure. There is no single equivalence relation that defines the unity of such responses across all instances, as they can range from a single twitch to a complex sequence of pacing, making them non-unifying.	A motoric response to anxiety is externally dependent because it cannot exist without the presence of an underlying affective state (anxiety). Furthermore, it is dependent on a biological or mechanical agent capable of manifesting the response.	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	+R	-I	-O	-U	+D	Attribution or Quality	Emotional valence is a rigid property because an instance of a valence (such as 'positive' or 'negative') is defined by its nature; a positive valence cannot cease to be positive while maintaining its identity as that specific instance of valence. It is an essential characteristic of the abstract property itself.	Emotional valence is a quality or a dimension of an experience rather than a sortal entity. It does not provide an intrinsic identity condition to distinguish one instance of 'valence' from another or to re-identify an instance over time independently of the specific emotion or stimulus it qualifies.	Since the entity is characterized as -I (not carrying an identity condition), it cannot fulfill the requirements of +O, which necessitates both rigidity and the supplying of a unique global identity condition.	Emotional valence is an abstract property or scalar value (positive/negative) rather than a physical or functional entity with defined parts. As a dimension of an emotion, it lacks a mereological structure that would constitute an 'intrinsic whole' under a unifying relation.	Emotional valence is externally dependent because it cannot exist in isolation; it necessarily depends on the existence of both an emoting subject and a specific stimulus or cognitive appraisal to which the valence is attributed.	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	A process is a rigid property because an entity that is categorized as a process cannot cease to be a process without losing its identity or ceasing to exist. It is a fundamental ontological category that defines the nature of the entity across all possible worlds.	A process carries an identity condition, typically defined by its spatio-temporal boundaries, his participants (the entities involved), and its specific causal or temporal structure. These allow us to distinguish one process (e.g., World War II) from another and re-identify it across different stages of its duration.	As a fundamental category of occurrence (perdurant), a process supplies its own criteria for identity—typically based on temporal extension and its relationship to the participants and sub-events involved—rather than inheriting these criteria from a more general substance-based or abstract property.	A process is a temporal entity that does not inherently carry a single, uniform unity condition across all instances. While some processes are structured wholes (e.g., a specific business workflow), the property is often applied to arbitrary temporal segments or ongoing activities that lack clear, intrinsic mereological boundaries or a singular unifying relation governing their parts.	A process is a self-contained temporal entity. While it may involve participants or occur within a location, a process does not necessarily require the existence of an external entity that is not a part, constituent, or quality of itself to be conceptually defined as a process.	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	The property of 'characteristic' is anti-rigid because it is an optional or relational property. An entity (such as a specific trait or attribute) is not necessarily a characteristic in every possible world; it only becomes a characteristic when it is attributed to a specific subject or object, and it can cease to be a characteristic without the trait itself ceasing to exist.	A 'characteristic' is a non-sortal property (such as 'color' or 'weight') that lacks a principled diachronic identity condition. Instances of a characteristic are typically defined by their carrier (the object they belong to) rather than having their own autonomous identity criteria for re-identification.	Since the entity 'characteristic' has been determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O), as supplying an IC requires both carrying it and being a rigid property.	A 'characteristic' is an abstract quality or attribute. It does not possess a mereological structure where parts are bound together into a physical or functional whole. While a set of characteristics might define an entity, a single characteristic itself lack intrinsic unity constraints.	A characteristic is an external notional dependence because it cannot exist in isolation; it must characterize or be attributed to an entity or object, yet it is not a part or constituent of that entity.	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A system process is inherently defined by its execution and identity within an operating environment. If an entity is a system process, it cannot stop being a process and remain the same entity; it would cease to exist entirely rather than simply losing the property 'process'.	A system process is a sortal property that carries an identity condition. Instances can be uniquely identified and tracked over time through persistent identifiers such as a Process ID (PID) or by the specific execution context (owner, memory space, and start time) that distinguishes one process from another.	A system process supplies its own unique identity condition (typically defined by a Process ID or a specific combination of its originating binary, execution context, and temporal start point) which is not inherited from a more general class such as 'Object' or 'Event'.	A system process is an intrinsic functional whole consisting of related activities or components (instruction streams, memory, resources) that are bound together by a common execution context and goal. It is not a mere arbitrary aggregate, as its parts must be integrated and self-connected to maintain the process's integrity during its lifecycle.	A system process is externally dependent on a processor (CPU) and memory resources to exist and execute; it cannot exist as an instance without the presence of the underlying hardware or operating system environment that hosts it.	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A 'muscle system process' is a rigid property because it is an essential characterization of the event or occurrence itself. If a particular instance of a process occurs, it is necessarily a muscle system process by its very nature and origin; it cannot cease to be that specific process and become a different kind of biological process while remaining the same individual event.	As a process, a muscle system process carries an identity condition based on its spatio-temporal boundaries, its participants (actors), and its role in a biological system. These criteria allow it to be distinguished from other instances of the same process type and re-identified through its historical progression.	While 'muscle system process' is a sortal (+I), it is a specialization of the more general property 'biological process'. It inherits the identity conditions (likely based on temporal parts, participants, and causal boundaries) from its parent category rather than supplying a novel, global identity condition of its own.	A 'muscle system process' is a dynamic physiological event or sequence of events. While it involves coordinated parts, it does not have a persistent, intrinsic mereological structure with a unifying relation that defines a specific 'whole' in the same way a physical object (like a muscle) does. Since it can refer to a wide variety of activities without a singular, common unity condition across all its subtypes, it is categorized as -U.	A muscle system process is externally dependent on a muscle system (or an organism containing one) as its bearer; the process cannot exist unless there is an underlying physical entity to perform or undergo that process.	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A circulatory system process is inherently defined by its biological and functional nature. An occurrence of such a process (e.g., blood circulation) cannot cease to be a circulatory system process without ceasing to exist as that specific occurrence; it is not a role or phase that a process moves in and out of.	A circulatory system process carries identity (+I) because it is a sortal property with a temporal structure that allows for re-identification. Its identity is typically derived from the functional role it plays within the specific organism (identifiable through the organism's own identity) and the spatio-temporal continuity of the biological changes involved.	While 'circulatory system process' carries identity (+I), it is a specialized category of a more general process or biological function. In ontological analysis, processes typically inherit their identity conditions (such as their spatiotemporal boundaries and participants) from the general category of 'Process' or 'Physical Event' rather than supplying a novel global condition for identity at this specific level of the hierarchy.	A process such as a circulatory system process is a temporal sequence of events. While it has a defined functional purpose, it lacks a singular, intrinsic equivalence relation (omega) that binds its temporal parts into a discrete physical whole in the way a biological organ or a car does. Sub-processes can often be arbitrarily partitioned or aggregated without a strict morphological or topological unity condition for every instance.	A circulatory system process, such as blood circulation or vasodilation, is externally dependent on a circulatory system (the bearer) to occur. It cannot exist as an independent entity without the specific anatomical structure that facilitates the process.	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	+I	-O	+U	+D	Sortal (Rigid, carries identity)	A heart process is a rigid property because its identity and definition are tied to the biological activity of a heart. An instance of a heart process (such as a heartbeat) cannot cease to be a heart process while continuing to exist; if the process stops or changes its fundamental nature, that specific instance of the process no longer exists.	As a type of process, heart process carries an identity condition based on its temporal extension, the specific cardiac structures involved, and the transition of states between a distinct beginning and end.	While 'heart process' carries identity conditions (+I), it does not supply them; instead, it's a specialized refinement that inherits its identity criteria from more general categories like 'Biological Process' or 'Process'.	A heart process is an intrinsic whole because it consists of a sequence of integrated events (such as the cardiac cycle) that have defined temporal boundaries and a functional connection that binds the phases together.	A heart process (such as a heartbeat or cardiac cycle) is externally dependent because it necessarily requires the existence of a heart to occur. Since the heart is not a part or constituent of the process itself, but rather the essential participant or substrate, the property satisfies the criteria for external dependence.	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Attribution or Quality	A respiratory system process (such as breathing or gas exchange) is defined by its specific biological function and physiological identity. If an instance of such a process ceased to be a respiratory system process, it would cease to exist as that specific process; it cannot 'transform' into a different type of biological process while maintaining its identity.	The term 'respiratory system process' is a high-level category of occurrences. While it describes what is happening, it does not itself supply or carry an intrinsic identity condition to distinguish one instance of the process from another across all contexts. Identity for specific processes is typically inherited from the participants (the organs or organism) or specific spatio-temporal boundaries, rather than the property of being a 'process' itself.	Since the entity is determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Supplying an IC requires the property to be rigid and to carry a specific condition that differentiates instances from one another.	A respiratory system process (e.g., gas exchange) is a temporal entity that lacks a single, uniform unifying relation (omega) that defines all its instances as intrinsic wholes. While parts of the process are related, processes generally do not have the same kind of maximal self-connectedness as discrete physical objects, nor is there a universal equivalence relation that makes every instance of this property a whole.	A respiratory system process necessarily depends on the existence of a respiratory system (a physical anatomical structure) to serve as its substrate or host; the process cannot exist in isolation without the entity it is a function of.	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Transport is a rigid property because it describes the essential nature of the process. If a specific instance (a particular event of movement) is a transport process, it cannot cease to be a transport process without losing its identity as that event. It is not an optional phase or role that a process plays, but rather what the process is intrinsically.	Transport is a sortal property (specifically a process or event) that carries identity conditions through its participants, source, destination, and the spatio-temporal path of the occurrence, allowing for the re-identification and distinction of specific transport events.	In the context of the Gene Ontology or similar biological systems, 'transport' serves as a rigid base class for a specific phenomenon where the identity is determined by the specific cargo, source, and destination. As it marks the root of a distinct hierarchy of processes, it supplies the fundamental identity criteria for its instances, which are then inherited and specialized (but not replaced) by its children like 'transmembrane transport'.	Transport refers to a biological process that constitutes a functional whole. It has a clear temporal and mereological structure comprising specific stages (e.g., loading, translocation, unloading) that are integrated toward a specific physiological end, unlike arbitrary aggregates.	Transport is inherently an externally dependent property because it cannot exist in isolation; it necessarily requires the existence of a transported entity (the cargo) and a medium or mechanism through which the relocation occurs, neither of which are part of the transport event itself.	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Muscle contraction is a specific type of physiological process. An instance of a muscle contraction cannot cease to be a muscle contraction without ceasing to exist entirely; it is an essential characterization of that particular event or process.	As an event, muscle contraction carries an identity condition based on the specific muscles involved, the stimulus that triggered it (causality), and its location in a specific spatio-temporal interval, allowing it to be distinguished and re-identified as a unique instance.	As a specific type of biological process, Muscle Contraction supplies its own identity condition based on the specific anatomical components (muscle fibers), the chemical transformation (ATP hydrolysis), and the mechanical event (shortening/tension) that define its occurrence, rather than inheriting these conditions from a more general class.	A muscle contraction is a functional whole consisting of a coordinated temporal and physiological sequence of events (e.g., calcium release, cross-bridge cycling). It is an intrinsic whole because its parts are bound by metabolic and mechanical relations that define the start, duration, and end of the singular event.	Muscle contraction is an event that is externally dependent on a muscle (the substrate performing the action) and often a stimulus (such as a motor neuron signal). It cannot exist as an independent entity without the existence of the physical structures it affects.	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	The term describes a specific physiological process. In the given conceptualization, an instance of this process is defined by its functional and causal nature; it cannot cease to be a respiratory gaseous exchange by a respiratory system without losing its identity as that specific occurrence of the process.	The term refers to a specific biological process. Biological processes carry identity conditions based on their spatio-temporal boundaries, the specific organs involved (the respiratory system), and the unique physiological events (exchange of gases) that allow us to distinguish one instance of this process from another.	The property 'respiratory gaseous exchange by respiratory system' represents a specific kind of physical/biological process. In most formal ontologies, process types are considered rigid (+R) and supply their own identity conditions (+O) based on the specific participants (the respiratory system), the temporal boundaries, and the chemical transformation involved, rather than inheriting these conditions from a broader generic category like 'Biological Function'.	This property represents a biological process that is an intrinsic functional whole. It consists of a specific, non-arbitrary sequence of events (ventilation, diffusion, and transport) that are integrated through the respiratory system to achieve a single physiological purpose.	The property 'respiratory gaseous exchange by respiratory system' is externally dependent because it cannot exist without the specific instance of a 'respiratory system' which performs the exchange. Since the process is defined by its relation to this supporting biological structure, it cannot exist independently of it.	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	~U	+D	Attribution or Quality	A body fluid secretion (such as saliva or bile) is defined by its chemical composition and origin; an instance of such a substance cannot cease to be a body fluid secretion without losing its identity or ceasing to exist as that substance.	Body fluid secretion is typically treated as a mass noun (like 'water' or 'blood') representing an amount of matter. While it can be identified by its chemical composition or origin, it lacks a stable, principled identity condition to distinguish one individual instance from another in a persistent or re-identifiable way across time, especially when mixed or divided.	Since the entity was determined to be -I (not carrying an identity condition), it fails the logical requirement for +O, which necessitates that the property must at least carry an identity condition in order to supply one.	Body fluid secretions (such as sweat or saliva) are conceptualized as 'amounts of matter' that lack an intrinsic, maximal, or unified boundaries. They do not have a defined mereological structure where the parts are bound together into a functional or topological whole; they are strictly aggregates that can be divided or merged without losing their essential nature.	A body fluid secretion is externally dependent because its existence necessarily requires a source organism or secretory gland that produced it, which is not a part or constituent of the fluid itself.	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	-U	+D	Attribution or Quality	The term 'behavior' is defined here as a specific biological category involving nervous system responses in animals. Within this conceptualization, if an entity (an occurrence or series of events) satisfies the criteria for 'behavior', it is essentially such; it cannot change into a purely developmental or cellular response without losing its identity as that specific behavioral event.	The term 'behavior' represents a class of events or processes rather than a sortal entity. While specific instances of behavior can occur, the property itself does not supply a principled identity condition for distinguishing or re-identifying one 'behavior' from another across time without referring to the specific organisms or neural events that characterize it.	Since this entity was determined to be -I (not carrying an identity condition), it cannot fulfill the requirement of supplying its own identity condition (+O), which requires being a rigid sortal (+I).	According to the definition provided, 'behavior' refers to a class of biological responses or activities. Experiences of behavior (actions) are not typically considered physical or intrinsic wholes with a fixed mereological structure where parts are bound by an equivalence relation; rather, they are temporal occurrences or abstract classifications of activity.	Under the specific GO definition, behavior is externally dependent on an organism (specifically an animal with a nervous system). A behavior cannot exist in isolation; it necessarily requires an instance of an organism to manifest the response.	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	+D	Attribution or Quality	A biological process is inherently what it is by definition; an entity that is categorized as a process (such as metabolism or cell division) cannot cease to be a process without ceasing to exist as that specific entity. It is an essential characteristic that holds for all instances in all possible worlds.	A biological process is typically a high-level category or a property that captures a sequence of events. While individual processes can be described, the term itself does not carry a specific identity condition (IC) that allows us to distinguish two instances of 'biological process' as the same or different over time without referring to a more specific rigid sortal or a unique spatio-temporal extent. It functions more as an abstract categorization than an individuating property.	Since the entity was pre-determined to be -I (not carrying an identity condition), it cannot logically supply its own identity condition (+O). Supplying an identity condition requires that the property be rigid (+R) and carry that identity condition (+I), neither of which holds for a property lacking identity.	The term 'biological_process' represents an abstract category of events or occurrences. While specific biological processes can be thought of as containing integrated sub-steps, the property itself does not require its instances to be intrinsic wholes with a shared, uniform unity condition (omega relation). It describes types of temporal activity rather than objects with consistent mereological boundaries.	A biological process is externally dependent because it necessarily requires the existence of a biological entity (such as a gene product, cell, or organism) to act as the agent or substrate of the process; a process cannot exist without a participating entity that is not a part of the process itself.	
