term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	rigidity_attempts	identity_attempts	own_identity_attempts	unity_attempts	dependence_attempts	total_critique_attempts	error
psychophysiological response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000021	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term represents a phase-like or role-based state of a physiological process. An instance (such as a specific heartbeat elevation or sweat gland activity) is not essentially a response to anxiety; the same physiological event could occur as a response to heat or exercise. Therefore, it is contingent for the instance to be categorized under this specific property.	A psychophysiological response to anxiety is a non-sortal property that lacks a specific identity condition for its instances. While we can detect and measure such responses, there is no principled, global criterion (like having a unique identifier or spatio-temporal boundary) to distinguish or re-identify one instance of a 'response' from another over time or across occurrences.	Since the entity is determined to be -I, it cannot supply its own identity condition. The property +O (supplying an identity condition) logically implies +I (carrying an identity condition).	A psychophysiological response to anxiety (e.g., increased heart rate, sweating, cortisol release) is a complex of physiological events that does not necessarily constitute a single intrinsic whole with a definitive, common mereological structure across all instances. While the components are related, the property does not specify a single equivalence relation that binds the parts into a discrete 'whole' in the same way an organism or a physical object is bound.	A psychophysiological response to anxiety is externally dependent because it cannot exist without the presence of an anxiety state (the stimulus/cause) which is not a part or constituent of the response itself.	1	1	1	1	1	5	
Na611525db6ae481f91cda0c504b5f4f0	Na611525db6ae481f91cda0c504b5f4f0	+R	+I	-O	-U	-D	Sortal (Rigid, carries identity)	In ontological modeling, unique identifiers (UIDs), serial strings, or singleton types defined by a specific alphanumeric code are considered Rigid (+R). This is because an entity instantiating this specific property (e.g., being 'Na611525db6ae481f91cda0c504b5f4f0') cannot cease to be an instance of that specific property without ceasing to be that specific entity itself. It is essential to the identity of the instance for as long as it exists.	As a specific, uniquely identified machine-encoded identifier (likely representing a specific data object or persistent identifier), it carries a clear identity condition through its unique alphanumeric string, allowing it to be distinguished and re-identified within its namespace.	While this entity carries identity (+I) as a specific instance within a technical dataset or system, it does not supply its own global identity condition. Its identity conditions are inherited from its superordinate class (e.g., DataObject or Record).	The term is an alphanumeric hash or identifier. While as a symbol it may be considered an atomic unit, it does not specify an ontological class of objects with a defined mereological structure, integrated parts, or a consistent unifying relation (omega) that defines it as an intrinsic whole.	The provided value is an opaque alphanumeric identifier. As a symbolic string or unique token, it does not inherently possess 'external notional dependence' on another specific entity to exist, nor does it imply a relationship like 'Student' to 'School' without a known domain context.	2	1	1	1	1	6	
muscle tension response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000022	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This property is anti-rigid because it is a contingent phase or state of a muscle. A muscle does not necessarily have to exhibit a tension response to anxiety to be a muscle; it can transition in and out of this state while maintaining its identity.	Muscle tension response is a qualitative state and a behavioral manifestation. It lacks a principled identity condition for distinguishing one instance from another over time (diachronic identity) or for individuating multiple instances in a single context without referring to the underlying physiological mechanism or the specific person carrying the identity (+I).	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Only rigid properties that specify criteria for distinguishing all instances of a class throughout their existence can be +O.	Muscle tension response is a physiological state or behavioral property. It lacks a specific unity condition because it does not define a single, intrinsic whole with fixed boundaries; rather, it describes a condition affecting various muscle groups in arbitrary configurations depending on the individual's stress response.	Muscle tension response is externally dependent on a state of anxiety; the response cannot exist or be defined as such without the presence of the triggering psychological or physiological condition.	1	1	1	1	1	5	
cognitive response to fear	http://purl.bioontology.org/ontology/EMRO/0000023	+R	-I	-O	-U	+D	Attribution or Quality	A 'cognitive response to fear' is a rigid property because if an entity (e.g., a specific instance of a mental process or event) is classified as such, it cannot cease to be a cognitive response to fear without losing its identity as that specific occurrence. It is not an optional role or phase an entity moves in and out of.	A 'cognitive response to fear' is a non-sortal property that describes an occurrent state or an event type. It does not supply or carry a specific identity condition of its own to distinguish one such response from another in a principled, diachronic way, nor does it define what makes a response the 'same' response over time across different contexts.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Supplying an identity condition requires both rigidity and the existence of a global identity condition for its instances.	A cognitive response to fear is a psychological process or state that lacks a unified mereological structure. While it can be identified, it is not an intrinsic whole with a fixed boundary of integrated parts (like a biological organ or a machine), nor is it strictly an aggregate or mass (anti-unity).	A cognitive response to fear is externally dependent on the existence of a fear stimulus and a sentient subject experiencing that fear. It cannot exist in isolation as it is functionally or notionally defined by its relationship to the emotional state it responds to.	1	1	1	1	1	5	
cognitive response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000024	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A 'cognitive response to anxiety' (such as worrying or catastrophizing) is an anti-rigid property because it is a contingent state or role of a cognitive process. An instance of a cognitive process can exist without being a response to anxiety, and it can cease to be such a response while maintaining its own diachronic identity.	A 'cognitive response to anxiety' (such as a thought or worry) is typically characterized as a non-sortal property. While instances can be described, there is no globally unique identity condition (IC) or clear diachronic criteria to distinguish or re-identify one specific instance of a response from another over time in a principled way, unlike an agent or a physical object.	Since the entity is characterized as -I (not carrying an identity condition), it is logically impossible for it to supply an identity condition. By definition, a property can only supply an identity condition (+O) if it also carries one (+I) and is rigid (+R).	A cognitive response to anxiety (such as worry or rumination) lacks a standardized topological or morphological boundary that defines it as a discrete whole. It is often a process or a state involving various mental events that do not necessarily constitute a unified, intrinsic whole with a shared mereological structure across all instances.	A cognitive response to anxiety is externally dependent because it cannot exist without the presence of the anxiety itself. The response is contingent upon the stimulus/state of anxiety as a separate but necessary entity for the quality to be instantiated.	1	1	1	1	1	5	
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	-I	+O	-U	+D	Attribution or Quality	A sweat secretion response to fear is a biological process (an event/occurrence). Under ontological analysis, such occurrences are rigid because an instance of this specific response cannot exist without being exactly what it is—a physiological reaction triggered by fear. If it were not a response to fear, it would be a different biological event entirely.	This term describes a process or occurrent event rather than a sortal object. An instance of 'sweat secretion response to fear' lacks an inherent identity condition that allows us to distinguish or re-identify one specific instance of this phenomenon from another without referencing the specific person or temporal event it is attached to. It does not provide its own principle for individuation or persistence through change.	As a specific type of physiological occurrent, 'sweat secretion response to fear' supplies its own specific identity conditions that distinguish it from other biological processes. It provides criteria for individuation based on a unique combination of stimulus (fear), physiological mechanism (sweat secretion), and specific participant (the organism), which are not fully supplied by more general parent classes like 'biological process' or 'response to stimulus'.	A sweat secretion response is a physiological process or event. While it has a temporal duration and causal components, it does not possess a singular, intrinsic mereological structure that binds its parts into a unified 'whole' in the same way an organism or a discrete functional object does.	A sweat secretion response to fear is an external notional dependence because the entity cannot exist without the presence of an organism (the host) and the specific emotional state of 'fear' (the stimulus) to which it is a reaction.	1	1	2	1	1	6	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A sweat secretion response to anxiety is a contingent physiological event or state. An instance of a physical body can exist without exhibiting this response, and the response itself is a transitory reaction (a phase or role of the sweat gland system) that is not essential to the existence of the organism or the biological system that produces it.	This term refers to a physiological occurrence or property that lacks a principled, global identity condition (IC) for distinguishing one instance from another or for re-identifying the same 'secretion' as a unique individual entity over time. Like other qualities or specific occurrences of states, it does not supply its own criteria for identity and is typically a property of a person, who does carry an IC.	As a specialization of a 'Physiological Process' or 'Biological Response', this entity does not provide a novel global identity condition to the taxonomy. Instead, it inherits the identity criteria (typically based on time, location, and participating organism) from its more general parent classes. While it identifies a specific scenario, the actual condition for identifying the instance as a unique individual is a specialization of the identity condition already established at a higher level.	A 'sweat secretion response to anxiety' is a physiological process/occurrence rather than a discrete, intrinsic physical whole with internal mereological bonds. While it involves various components (sweat glands, neurotransmitters), it is not typically conceptualized as an intrinsic whole under a specific unifying equivalence relation for all its instances.	Sweat secretion response to anxiety is externally dependent on a state of anxiety. The response cannot exist or be defined without the presence of the psychological/physiological stimulus (anxiety) that triggers it, and the stimulus is not a part or constituent of the secretion itself.	1	1	2	1	1	6	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term describes a physiological state or response. It is anti-rigid because it is necessarily contingent for all its instances; a biological organism can begin or stop exhibiting this specific response while remaining the same individual entity.	Increased heart response to fear is an occurrence or a state that characterizes an event. It lacks a specific identity condition to distinguish one instance from another systematically or to re-identify the 'same' instance over time across different contexts, unlike physical objects or individuals.	Since the entity is categorized as -I, it does not carry an identity condition; it follows logically from the definition of +O that it cannot supply an identity condition if it does not carry one.	This term refers to a biological process or state rather than a discrete entity with integrated parts. While it occurs within a physical whole (the heart), the response itself lacks a clear mereological boundary that would define it as a whole unto itself.	The instance 'increased heart response to fear' is externally dependent on both a 'heart' to exhibit the response and a 'fear' stimulus to trigger it; it cannot exist as an independent entity without these specific related entities.	1	1	1	1	1	5	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term describes a contingent physiological state or manifestation. An individual entity (like a heart or a person) can experience an 'increased heart response to anxiety' at one point in time and cease to exhibit it at another, without losing its identity.	This term describes an occurrence or behavioral symptom rather than a sortal entity. It lacks a principled internal identity condition (IC) to distinguish one instance of 'increased heart response' from another over time or to provide a global criteria for re-identification outside of its attachment to a specific subject (+I) and a specific event.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Furthermore, as a state or physiological event, it does not provide an independent global identity condition for its instances, often inheriting its identity from the specific heart or person involved.	This term describes a physiological process or specific event rather than a discrete entity or physical object. While it involves an integrated biological system (the heart), the property itself refers to a state or occurrence that does not have a single, intrinsic mereological unity condition that binds its instances as formal wholes.	The term represents a physiological state or property that is externally dependent. An 'increased heart response to anxiety' cannot exist without the presence of an instance of 'Anxiety' (to which it is a response) and a 'Heart' or living organism (which exhibits the response).	1	1	1	1	1	5	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This property is anti-rigid because it represents a temporary physiological state or response. An entity (such as a person or animal) that exhibits an increased breathing rate in response to fear can cease to exhibit this response without losing its identity; therefore, it is contingent for all its instances.	This term represents a physiological state or behavior rather than a sortal entity. While instances of 'increased breathing' can be observed, the property itself does not provide a principled identity condition to distinguish or re-identify one unique instance of 'the response' from another over time or across different fear episodes, unlike a discrete object or person.	Since this entity is classified as -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the methodology, supplying an identity condition (+O) requires the property to be both rigid (+R) and carry an identity condition (+I).	The entity is a physiological process/event rather than an intrinsic whole with a single, uniform mereological boundary. While it involves integrated biological parts, its instances (episodes of breathing) vary across time and subjects without a common, intrinsic equivalence relation that defines all instances as the same kind of 'whole'.	This entity is inherently dependent on both a physiological agent (the individual experiencing the response) and the specific emotional state of fear. Since a response cannot exist in isolation without a subject and a triggering condition, it is externally dependent.	1	1	1	1	1	5	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is a contingent physiological state (a response) that an organism undergoes rather than a necessary part of its identity. An organism can experience or cease to experience an increased breathing rate while remaining the same individual; therefore, it is anti-rigid because it is an optional property for all its instances.	This term represents a property or a state of an occurrence rather than a sortal that provides a principled way to distinguish or re-identify specific instances. While 'Breathing' (an event) might carry identity, an 'increased rate' is a qualitative modification or behavioral response that does not, in itself, carry a unique identity condition.	Since the entity is characterized as -I (lacking an identity condition), it cannot supply an identity condition (+O). In this framework, supplying an identity condition (+O) implies both carrying one (+I) and being a rigid property (+R).	The term describes a physiological process or specific occurrence related to a state. While it can be tracked, it lacks a stabilizing mereological structure that binds its internal components into an intrinsic whole under a single equivalence relation. Like many properties describing events or responses, its boundaries are defined by the presence of a symptom rather than an integrated structural unity.	The property 'increased breathing rate response to anxiety' is externally dependent on the property 'Anxiety'. Since this is defined specifically as a 'response to anxiety', an instance of this physiological state cannot exist without the specific triggering state of anxiety existing concurrently or as a cause, and anxiety is neither a part nor a constituent of the breathing rate itself.	1	1	1	1	1	5	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A response to fear is an anti-rigid (contingent) property because an individual or entity that exhibits this physiological response only does so under specific circumstances; it is not essential to their existence and they can undergo this state or cease to be in it without changing their identity.	The term describes a physiological event or behavioral state that lacks a principled diachronic identity condition. There is no unique identifier (like a serial number or DNA) that allows one to re-identify the 'same' instance of a response across separate occurrences or distinguish it from other instances within the same category once the event has passed.	Since the entity is determined to be -I (does not carry an identity condition), it cannot supply an identity condition (+O). According to the ontological definitions, +O implies +I; therefore, a property lack any identity condition naturally cannot provide its own.	A 'syncope response to fear' is a physiological event or process. While it has a temporal and biological structure, it is not an intrinsic whole with a definitive mereological unity like a physical object. Its parts (heart rate drop, loss of consciousness) are functional stages rather than parts bound by a single, common equivalence relation that defines the entity as a discrete whole across all instances.	The entity is a physiological reaction that is externally dependent on a trigger (fear) and a host (a sentient organism) to exist; it cannot exist as a standalone entity without these participating factors.	1	1	1	1	1	5	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A syncope response to anxiety is anti-rigid because it is a contingent state or event. An individual (the instance) experiences this specific physiological response at certain times but does not cease to be the same individual when they are not exhibiting that response.	The term represents a physiological event or symptom. While instances of 'syncope response' occur, the property itself does not provide an inherent condition for distinguishing or re-identifying one instance of this response from another across different scenarios without referring to the identity of the person experiencing it (the sortal 'Person').	Since the entity is determined to be -I (not carrying an identity condition), it cannot supply an identity condition (+O). Furthermore, as a specific physiological process or response, its identity is derived from the underlying clinical condition or the subject experiencing it, rather than defining a global identity condition itself.	As a medical condition or physiological event, a syncope response is a complex occurrence rather than a physical whole with a stable, integrated mereological structure. Its 'parts' are causal stages or symptoms that lack a fixed unifying relation defining them as a single intrinsic whole across contexts.	The property 'syncope response to anxiety' is externally dependent because an instance of this response cannot exist without the presence of a specific internal or external stimulus (anxiety) which is not a part or constituent of the response itself.	1	1	1	1	1	5	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	+R	-I	-O	-U	+D	Attribution or Quality	A motoric response to fear is defined by its physiological and behavioral nature; an instance of such a response (e.g., a specific startle reflex or flight action) cannot cease to be a motoric response to fear without losing its fundamental identity as that specific event.	A 'motoric response to fear' is a specific behavioral property or event type. It lacks a principled, intrinsic identity condition (IC) to distinguish one instance from another over time or to re-identify it as the same individual entity without referring to the agent or the specific temporal event it is a part of.	Since the entity is labeled as -I (identity-less), it cannot supply an identity condition. A property can only be +O if it is rigid (+R) and provides a specific identity condition not inherited from a superclass; because this term describes a behavioral occurrence or attribute without a unique identification criterion, it is -O.	A motoric response to fear (such as flinching or freezing) is an event or behavioral state. While it has a temporal structure, its instances do not necessarily possess a common, intrinsic unifying relation (omega) that defines them as 'wholes' with a clear mereological boundary across all occurrences. It is characterized more by the specific activity than by a fixed topological or functional integrity.	A motoric response to fear is externally dependent on the emotion of fear. By definition, this specific response cannot exist as an instance unless the stimulus or state of fear is present to elicit it, and the fear is neither a part nor a constituent of the physical motor movement itself.	1	1	1	1	1	5	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A motoric response to anxiety is a contingent property of a person or organism. An individual can exhibit this specific response at one time and cease to exhibit it while remaining the same individual, making it an optional and non-essential characteristic for all its instances.	The property 'motoric response to anxiety' is a characterization of a behavior rather than a sortal that provides a principled mean of distinguishing or re-identifying one instance from another over time. It lacks a specific identity condition (IC) to determine if two separate manifestations of this response are 'the same' individual entity.	Since the entity is characterized as -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Supplying an identity condition logically requires the property to first carry one and be rigid; as an abstract attribute or behavior, it lacks the globally unique characteristics required to supply a fundamental identity condition.	A 'motoric response' can vary from a single reflex to a complex sequence of disjointed behaviors (pacing, tapping, etc.). While specific instances can be identified, the property itself does not enforce a single, common unity condition (omega) that binds the parts into an intrinsic whole for every instance.	A motoric response to anxiety is externally dependent because it cannot exist without an instance of anxiety (the psychological/physiological state) to serve as its cause and context. The response is not a part or constituent of the anxiety itself, but is necessitated by it.	1	1	1	1	1	5	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	+R	-I	-O	-U	+D	Attribution or Quality	As a quality/attribute type, any instance of 'emotional valence' is necessarily such for its entire existence. An instance of a valence cannot cease to be an emotional valence and continue to exist as a different kind of entity; it is a rigid category because it defines what the instance is, rather than being a phase or role the instance temporarily occupies.	Emotional valence is a non-sortal property describing a qualitative state or magnitude. It does not carry an intrinsic identity condition to distinguish one instance of 'valence' from another independently of the specific emotional event it characterizes, nor does it provide a means for diachronic re-identification.	Since the entity was determined to be -I (not carrying an identity condition), it cannot fulfill the requirements for +O, which necessitates both carrying an IC (+I) and being rigid (+R).	Emotional valence is an abstract scalar property or dimension of an emotion, not a physical or functional whole with parts. As an attribute, it does not possess an internal mereological structure that would define it as an intrinsic whole.	Emotional valence cannot exist in isolation; it is a quality that is externally dependent on a cognitive appraisal and a stimulus, which are not parts or constituents of the valence itself.	2	1	1	1	1	6	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	A process is considered rigid because any instance that is a process cannot cease to be a process without losing its identity or ceasing to exist. If an occurrence (an event or activity) is categorized as a process, it is essentially a process throughout its entire duration.	A process carries identity through spatio-temporal continuity and specific participation conditions (participants, start/end times, and causal links) that allow it to be distinguished and re-identified from other processes.	A process supplies its own global identity conditions (often based on its temporal footprint and its participants) and is a rigid property that does not inherit its primary identity from a more general sortal category.	A process can be either a single integrated event or a collection of disparate activities. Unlike a physical whole (like a person) or a strict aggregate (like a pile), processes do not consistently carry a single unifying relation (omega) that defines their boundaries or internal cohesion across all instances.	A process is an occurrent that unfolds over time but does not strictly require the existence of a specific external entity outside of its own constituents or participating agents to exist as a concept; it is an independent category of existence rather than a relational role like 'parent' or 'student'.	1	1	1	1	1	5	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	+R	-I	-O	-U	+D	Attribution or Quality	A characteristic (or quality/property) is rigid because any instance of a characteristic is necessarily a characteristic for as long as it exists. An entity representing a quality such as 'Height' or 'Mass' cannot cease to be a characteristic while maintaining its identity; being a characteristic is essential to the nature of the entity itself.	The property 'characteristic' (or attribute/trait) is a non-sortal property. It does not carry an intrinsic identity condition to distinguish or re-identify one instance of a characteristic from another without referring to the specific entity it characterizes. It lacks the principled internal identity criteria required for +I.	Since the entity is analyzed as -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Only rigid properties that provide a global criterion for distinguishing instances supply own identity.	A characteristic is an abstract property or trait. As an abstraction, it does not possess a mereological structure or a way to distinguish 'parts' bound by a unifying relation (omega) that would constitute it as a whole. It lacks the definite topological, morphological, or functional unity required for +U, yet it is not necessarily an aggregate as implied by ~U.	A characteristic is an external notional dependent property because it cannot exist in isolation; it must necessarily be a characteristic of some other entity (an object, person, or concept) that possesses it, while not being a part or constituent of that entity in a mereological sense.	2	1	1	1	1	6	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A system process is a rigid property because an entity that is a process cannot cease to be a process and still remain the same entity. While the state, status, or name of the process may change, its fundamental nature as an execution of a computer program is essential to its identity from beginning to end.	A system process carries an identity condition typically defined by a unique PID (process identifier) and the temporal continuity of its execution and allocated resources, allowing it to be distinguished and re-identified from other concurrent processes.	A system process is a rigid property that supplies its own identity conditions (e.g., a unique Process ID combined with an execution context or start time) which are not inherited from more general concepts like 'activity' or 'software component'.	A system process is an intrinsic whole characterized by a functional and topological unity (omega). All its components—such as threads, resources, and state modules—are bound together by shared execution context and a private address space. This provides a clear criterion for distinguishing the parts of a single process instance from the rest of the system environment, consistent with the definition of a functional whole.	A system process is externally dependent on a processor (CPU) and memory to exist and execute; it cannot exist as an instance without the presence of the underlying hardware/operating system environment that hosts it.	1	1	1	3	1	7	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	As a type of biological process (Perdurant), 'muscle system process' is rigid because if a particular occurrence is an instance of this process, it cannot cease to be so and still exist. In OntoClean, while roles are anti-rigid (~R), types that define the very nature of an occurrence throughout its entire duration are considered rigid; an instance of a muscle contraction cannot transition into a different kind of process, such as a metabolic cycle, without losing its identity as that specific occurrence.	As a biological process, it carries identity conditions based on its participants (the specific muscle systems involved), its spatio-temporal boundaries, and its role in a metabolic or physiological sequence, allowing it to be uniquely identified and tracked.	While 'muscle system process' carries identity conditions (+I) as a sortal, it is a specialization of the more general rigid property 'Biological Process'. It inherits its global identity conditions (likely based on temporal boundaries and biological participants) from its subsuming parent rather than supplying a unique, new identity condition for the entire lifecycle beyond what is shared by biological processes generally.	As a process, it is an occurrent rather than a discrete physical object. While it involves coordinated biological activities, processes typically lack the strict mereological unity (intrinsic boundaries and 'maximal self-connectedness') that define an intrinsic whole under the Unity meta-property.	A 'muscle system process' is a biological process that is externally dependent on a muscle system or its components to occur. If the required biological structure (the muscle system) does not exist, the process itself cannot exist or take place.	2	1	1	1	1	6	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A circulatory system process (such as blood circulation or vasodilation) is rigid because if a process is defined as such, it cannot cease to be a circulatory system process while remaining the same individual process. It is essential to the identity and nature of the occurrence itself.	As a biological process, it carries an identity condition based on its causal role, temporal boundaries, and the specific anatomical structures (the heart and vessels) that participate in it, allowing it to be distinguished and re-identified as a specific event or sequence.	While 'circulatory system process' carries an identity condition (+I), it does not supply it; rather, it inherits its identity criteria from the more general rigid property 'process' (or 'occurrent'). The specific constraints that define what it means for one process to be identical to another are not unique to the circulatory domain but are defined at the higher level of the process ontology.	A process is usually a perdurant consisting of temporal parts. While it may have a temporal structure, a 'process' property in an ontology is often non-unifying because any segment or temporal fragment of a circulatory process (like a single heartbeat or blood flow) can also be seen as a circulatory process, making it difficult to define the property as an intrinsic whole with a single, universally applicable unity condition (UC).	A circulatory system process cannot exist or occur in isolation; it is notionally and existentially dependent on the existence of a circulatory system (the anatomical structure) and a living organism as a whole which it serves.	1	1	1	1	1	5	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A heart process is a rigid property because its instances (such as a heartbeat or ventricular contraction) are inherently defined by being that specific process; an instance of a heartbeat cannot cease to be a heartbeat and still exist as a distinct entity in any possible world.	As a process, it carries identity conditions based on its temporal extension, the specific participant (e.g., the specific heart involved), and its causal-temporal boundaries. One can distinguish and re-identify a specific instance of a heart process, such as a particular heartbeat or cardiac cycle, from another.	A heart process is a specific kind of temporal entity (occurrent) that supplies its own identity conditions based on the specific anatomical structure involved and the physiological event boundaries, rather than simply inheriting identity from a generic parent property like 'process'.	A biological process like a heart process (e.g., a heartbeat or contraction cycle) functions as an intrinsic whole with a clear temporal and causal structure; its phases are functionally integrated into a single, unified occurrence rather than being an arbitrary or scattered aggregate of events.	A heart process (such as a heartbeat or cardiac cycle) is a process that is essentially dependent on the existence of a heart to function as its participant. Because the process cannot occur or exist without being 'hosted' by the heart (which is not a part or constituent of the process itself), it carries external dependence.	1	1	1	1	1	5	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Attribution or Quality	A respiratory system process is defined by its biological function and identity. If an instance of a process occurs, it is inherently a respiratory system process; it cannot exist or occur without being what it is, nor can it transition into being a different type of process (like a circulatory process) while retaining its identity as a specific occurrence.	A respiratory system process is a type of occurrence or activity. According to the ontological framework, processes and qualities typically do not carry their own identity conditions (+I) because they lack a principled, intrinsic way to distinguish one specific instance of a process from another through time, unlike the physical entities (such as a person or organ) that participate in the process.	Since the entity is characterized as -I (does not carry an identity condition), it is logically impossible for it to supply one (+O), as supplying an IC requires it to first carry one and be a rigid sortal.	A respiratory system process consists of multiple sub-events or stages that may be temporally or functionally connected, but it lacks a single, common topological or morphological unity condition (omega relation) that applies to all instances. Different instances (e.g., gas exchange vs. inhalation) have different internal structures, and the property itself does not ensure that all instances are intrinsic wholes under a single equivalence relation.	A respiratory system process cannot exist in isolation; it is externally dependent on a respiratory system (the anatomical structure/host) to realize the process. Without the underlying physical system, the process itself has no existential substrate.	1	1	1	1	1	5	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	-I	-O	+U	+D	Attribution or Quality	In the context of biological processes, if an instance of an occurrence is a 'transport' event, it cannot cease to be a transport event while remaining that same event. It is essential to the identity of the process throughout its existence.	The term 'transport' as described refers to a general category of processes rather than a specific sortal with a defined identity condition. While its specific children (like transmembrane transport) might provide identity criteria for individual process occurrences, the top-level property 'transport' is too abstract to supply a global identity condition for its instances.	Since the entity is labeled -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Furthermore, 'transport' is described here as a categorizing or abstract term that requires its children (specializations) to provide the specific criteria for individuation and identity.	Transport refers to a biological process characterized by functional unity. Each instance (e.g., a specific vesicle-mediated transport event) is an intrinsic whole consisting of coordinated parts—such as a cargo, a carrier, and a directional movement—that are integrated according to a specific functional relation (functional unity).	Transport is inherently an externally dependent property because its instances (transport events) cannot exist without an entity being transported and a medium or system through which the movement occurs.	1	1	1	1	1	5	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Muscle contraction is a specific type of physiological process. An instance of this process cannot cease to be a muscle contraction and become something else (equivalent to a different kind of event) while remaining the same individual occurrence. It is essentially what it is for as long as it exists.	Muscle contraction is a process/event that carries a synchronic and diachronic identity condition based on the specific anatomical structure involved (the muscle), its temporal boundaries (start and end times), and the physiological mechanism of its occurrence.	Muscle contraction is a specific type of physiological process that supplies its own identity conditions based on the underlying biochemical and mechanical events (such as the sliding filament theory) rather than inheriting them from a more general class like 'Process' or 'Event'.	A muscle contraction is a functional whole consisting of a coordinated, integrated sequence of physiological events (action potential, calcium release, cross-bridge cycling) directed toward a single mechanical result. Its parts are not arbitrary sums but are unified by temporal and functional dependence, making it an intrinsic whole within a conceptualization of biological processes.	Muscle contraction is an event or state that is externally dependent on a muscle (the substrate) and typically a stimulus (such as a neural impulse). It cannot exist without the specific muscle that undergoes the contraction.	1	1	1	1	1	5	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	The term describes a specific physiological process. Within the given conceptualization, an instance of this process is defined by its nature as a respiratory gaseous exchange; it cannot cease to be this process and become something else (like digestion or locomotion) while remaining the same instance. Therefore, it is essential to all its instances.	The property describes a specific biological process (an event) involving particular participants and a spatio-temporal extent. It carries an identity condition through its grounding in the specific respiratory system instances that perform it and the specific time interval in which it occurs, allowing for re-identification and distinction from other exchange events.	The term 'respiratory gaseous exchange by respiratory system' refers to a specific type of biological process. In many biological and medical ontologies, fundamental process types supply their own identity conditions (e.g., defined by participants, temporal boundaries, and the chemical nature of the exchange) rather than inheriting them from a more general sortal. As a rigid property of certain events, it defines what it means for that process to be identical across occurrences.	This property refers to a specific physiological process that constitutes a functional whole. It is defined by a systemic integration of parts (gases, blood, and lung structures) working together within the metabolic boundary of an organism's respiratory system to achieve a specific biological outcome.	The property 'respiratory gaseous exchange by respiratory system' is externally dependent because its instances (the specific exchange processes) cannot exist without the necessary existence of a 'respiratory system' which is not part of the exchange process itself, but the anatomical structure that performs it.	1	1	1	1	1	5	
