term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	rigidity_attempts	identity_attempts	own_identity_attempts	unity_attempts	dependence_attempts	total_critique_attempts	error
psychophysiological response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000021	+R	-I	-O	+U	+D	Attribution or Quality	A psychophysiological response to anxiety is defined by its origin and nature; once an instance of such a biological/psychological reaction occurs, it cannot cease to be a 'psychophysiological response to anxiety' while still existing. It is an essential categorization for that specific biological event.	A psychophysiological response to anxiety is a non-sortal property that describes a state or reaction. While it can be measured (e.g., heart rate, skin conductance), it does not provide an intrinsic identity condition to distinguish one instance of the response from another over time or define when one response ends and another begins as a discrete entity; it inherits identity from the specific subject or anxiety event rather than supplying its own.	Since the entity was determined to be -I (not carrying an identity condition), it cannot be +O (supplying its own identity condition). As a property describing an occurrent or state without a rigid global identity condition, it does not supply an IC.	A psychophysiological response to anxiety is an intrinsic whole under a functional and biological unity condition (omega). It represents an integrated system of specific neurological, hormonal, and physical components that must occur in a coordinated, maximal self-connectedness to qualify as a distinct response.	A psychophysiological response to anxiety is externally dependent on the existence of a specific state of anxiety (the trigger/cause). As an instance of a response, it cannot exist without the entity or state it is responding to, which is neither a part nor a constituent of the response itself.	1	1	1	1	1	5	
N2fd1d3e1969b489da99666c4d85e91f0	N2fd1d3e1969b489da99666c4d85e91f0	+R	-I	-O	-U	-D	Attribution or Quality	As a class representing a specific, unique Identifier or Hash, any instance belonging to this class does so necessarily. If an entity is this specific identifier, it cannot cease to be this identifier without losing its identity, making the property essential to all its instances.	The term is an alphanumeric identifier (hash-like string). While the identifier itself is unique, as an abstract property or string it does not carry an intrinsic identity condition to distinguish its own instances over time; it is a label rather than a sortal property for a domain element.	Since the entity was determined to be -I (not carrying an identity condition), it is logically impossible for it to be +O, as supplying an identity condition (+O) implies carrying one (+I) and being a rigid property (+R).	The provided term is an opaque alphanumeric identifier. Without semantic content or context to define its part-whole relations or an underlying equivalence relation (omega), it cannot be determined to be an intrinsic whole (+U) or an inherent aggregate (~U).	As a logical/abstract identifier or string literal, the entity's existence is intrinsic and not notionally dependent on the existence of a distinct external entity, unlike relational properties like 'Parent' or 'Student'.	3	1	1	1	1	7	
muscle tension response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000022	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Muscle tension response to anxiety is a contingent property (a state or behavior) that an individual or physiological system exhibits intermittently. It is not essential to the identity of the organism, and any instance that currently exhibits this response can cease to do so while remaining the same individual entity.	Muscle tension response is a physiological state or attribute. While it can be instantiated by a person, it lacks a specific identity condition of its own to distinguish one 'instance' of tension from another in a way that allows for re-identification over time, unlike the rigid entities (sortals) that carry such tension.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot be +O, as supplying an identity condition (+O) implies carrying one (+I). This entity is a non-sortal property describing a physiological state or trope that does not provide a global criterion for the identity of an object.	Muscle tension response is a physiological state or process rather than a discrete entity with a specific, constant mereological structure. While it occurs within a whole (a person), the 'tension' itself lacks a specific topological or morphological unity condition that defines it as a singular intrinsic whole.	Muscle tension response to anxiety is externally dependent on the existence of both a physiological system (the muscular system) and a psychological state (anxiety). As a response, it cannot exist without the presence of the triggering condition (anxiety), which is not a part nor a constituent of the tension itself.	1	1	1	1	1	5	
cognitive response to fear	http://purl.bioontology.org/ontology/EMRO/0000023	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	The term 'cognitive response to fear' denotes a functional role or a specific phase of a broader mental process. An instance of a cognitive process (such as a sudden focus of attention) can exist without being a response to fear; it only takes on this property when triggered by a specific stimulus. Because instances can move in and out of this state while maintaining their underlying identity as a mental event, the property is anti-rigid.	A 'cognitive response to fear' is a non-rigid property (an occurrent or mental event) that lacks a specific identity condition (rho) to distinguish one instance from another over time or to provide a global criteria for synchronic identity. It is typically characterized by qualities rather than a unique identifier or spatio-temporal continuity required for +I.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot be +O, as supplying an identity condition (+O) implies carrying one (+I). Abstract occurrences like cognitive responses are often treated as attributes or phases that lack a unique, global identity condition of their own.	A cognitive response to fear is a mental process or state rather than a mereological whole. While it has components (appraisal, focus, memory retrieval), it lacks a consistent equivalence relation (topological, morphological, or functional) that binds its 'parts' into an intrinsic whole across all instances, as different responses can be fragmented or incomplete.	A cognitive response to fear is externally dependent on a stimulus or event that is perceived as threatening, as well as a psychological state of fear. Without the existence of the emotion or the eliciting event, the response itself cannot exist.	2	1	1	1	1	6	
cognitive response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000024	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A 'cognitive response to anxiety' is a contingent behavior or state. A mental process or individual is not necessarily and essentially a 'response to anxiety' in every possible world; it is a role or phase that a cognitive process takes in specific reaction to a state of anxiety, and it can cease to be such a response without the underlying cognitive entity losing its identity.	A cognitive response to anxiety is a descriptive property or occurrence that lacks a characteristic identity condition. There are no clear, principled criteria (synchronic or diachronic) to determine if one 'cognitive response' is identical to another across different contexts or times, unlike a rigid sortal such as a Person or a specific Physical Object.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot be +O, as supplying an identity condition (+O) implies carrying one (+I). Abstract occurrences like cognitive responses are often treated as attributes or phases of a process rather than substances that supply their own discrete, global identity conditions.	A 'cognitive response to anxiety' can manifest as a single thought or a scattered sequence of disparate mental events. There is no single equivalence relation (omega) that defines all instances as intrinsic wholes; some instances may lack a fixed, integrated mereological structure.	A cognitive response to anxiety is externally dependent on the property of Anxiety. By definition, a response cannot exist unless there is a stimulus or state (Anxiety) to which it reacts, and this anxiety is not a part or constituent of the cognitive response itself.	1	1	1	1	1	5	
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	-I	-O	-U	+D	Attribution or Quality	The term refers to a specific physiological biological process. An instance of 'sweat secretion response to fear' cannot cease to be that specific process and become something else while maintaining its identity; it is essentially defined by its biological mechanism and stimulus-response relationship.	Sweat secretion response to fear is a property or process-type concept that characterizes a biological reaction; it does not supply or carry a specific identity condition (IC) that allows for the distinguishing or re-identification of one instance of 'secretion response' from another over time without referring to the specific person (+I) or event performing it. It lacks the inherent individuation required for a sortal.	Since this entity was determined to be -I (not carrying an identity condition), it cannot be +O, as supplying an identity condition (+O) logically requires carrying one (+I) and being a rigid property.	A sweat secretion response to fear is a physiological process/event rather than an intrinsic whole. While it involves organized biological mechanisms, it lacks a specific, fixed equivalence relation (omega) that defines it as an intrinsic whole across its existence in the same way an organism (+U) does, nor is it strictly an aggregate (~U).	Sweat secretion response to fear is externally dependent on a sentient being experiencing fear. According to the definition, this response cannot exist without an instance of a separate entity (the subject experiencing the emotion) which is not a part nor a constituent of the response itself.	1	1	1	1	1	5	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	+R	-I	-O	-U	+D	Attribution or Quality	The term describes a specific physiological process or response. Any instance of this process cannot cease to be a 'sweat secretion response to anxiety' without ceasing to exist as that specific event or biological occurrence. It is an essential property that defines the nature of the phenomenon itself.	A sweat secretion response is a physiological process or event. While instances of this process occur, the property itself does not supply or carry a specific identity condition that allows for the re-identification of the same individual 'response' over time or across contexts, unlike a rigid sortal like 'Biological Organism'.	Since the entity was determined to be -I (not carrying an identity condition), it cannot fulfill the requirements for +O, which necessitates both rigidity (+R) and the carrying of an identity condition (+I). As a specific physiological process, it is a non-sortal that does not supply a unique global condition for identity.	A sweat secretion response is a physiological event or process rather than a discrete intrinsic whole. While it involves coordinated biological activity, it lacks a common equivalence relation (omega) that defines all instances as intrinsic wholes with maximal self-connectedness. The 'parts' of the response are spatio-temporally varying and do not form a unified morphological or functional individual across all instances.	A 'sweat secretion response to anxiety' is externally dependent on both the physiological system of the organism and the specific psychological state of anxiety. It cannot exist without an instance of anxiety serving as its cause/trigger.	1	1	1	1	1	5	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Increased heart response to fear is an anti-rigid property (~R) because it represents a contingent state or physiological response of an organism. An individual (such as a person or animal) can exhibit this response during a specific event but does not cease to be that individual when the response settles, and they are not necessarily characterized by this response in all possible worlds.	This is a non-rigid property describing an occurrent or state of a biological system. It does not carry its own global identity condition to distinguish one instance of 'increased response' from another over time or across different subjects; rather, it relies on the identity of the specific heart or person it inheres in.	Since the entity was determined to be -I (meaning it does not carry an identity condition), it cannot be +O, as supplying an identity condition (+O) logically entails carrying one (+I) and being rigid (+R). As a response/state, its identity is derived from the participating organism and the specific event rather than being supplied by the property itself.	This term refers to a physiological state or occurring event rather than a discrete entity with integrated parts forming an intrinsic whole. While it involves biological systems, it lacks a specific mereological structure or a single equivalence relation (omega) that defines it as a topological, morphological, or functional whole in the ontological sense.	This property is externally dependent because it cannot exist without an instance of 'fear' (the stimulus) and an instance of a 'heart' (the bearer), neither of which are parts or constituents of the 'response' itself.	1	1	1	1	1	5	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term describes a manifestation or a biological state that a heart (or an organism) can acquire or lose without ceasing to be that heart/organism. Since it is a contingent property for all its instances (the heart rate can return to normal), it is considered anti-rigid.	The term represents a state or a physiological response (a property-like occurrence) rather than a sortal entity. It does not provide an inherent condition to distinguish one instance of 'increased heart response' from another over time, nor does it supply a way to identify it as a discrete individual object.	Since the entity was previously determined to be -I (not carrying an identity condition), it must be -O by definition, as supplying an identity condition (+O) necessitates carrying one. Furthermore, 'increased heart response to anxiety' is a dependent state or event that does not supply its own global identity conditions; its identity is derived from the specific heart involved and the particular anxiety event that triggered it.	This property refers to a physiological state or process rather than a discrete entity with a specific mereological structure. While it occurs within a whole (a Person), the 'increased heart response' itself is a measurement or symptom that does not constitute an intrinsic whole under a specific topological, morphological, or functional unity condition.	This entity is externally dependent because an instance of 'increased heart response to anxiety' cannot exist without the necessary existence of both a heart and an emotional state of anxiety. The response is a relational or reactive quality that relies on these distinct entities for its instantiation.	1	1	2	1	1	6	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term represents a physiological state or response triggered by an external stimulus (fear). An instance of a physical body can experience an increased breathing rate and then return to a normal rate while maintaining its identity; therefore, the property is contingent and not essential to the existence of its instances, characterizing it as anti-rigid.	The term describes a physiological process or specific response pattern. While instances of this response can be measured, the property itself does not provide an inherent condition to distinguish one individual 'breathing rate response' from another over time or define its unique identity; it is typically identified by the person (+I) experiencing it rather than supplying its own identity condition.	Since the entity was determined to be -I (not carrying an identity condition), it cannot be +O (supplying an identity condition) because supplying an IC logically implies carrying one (+O implies +I).	A physiological response like 'increased breathing rate' is a dynamic process or property rather than an intrinsic whole with a fixed mereological structure. While it occurs within a unified biological system, the response itself lacks a single equivalence relation (topological, morphological, or functional) that would define it as an intrinsic whole across its existence.	This entity is externally dependent on both a biological organism and a psychological state (fear). It cannot exist in isolation; it requires a living instance of an organism and a specific emotional trigger to manifest, neither of which are parts or constituents of the response itself.	1	1	1	1	1	5	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	~U	+D	Role (Anti-rigid, dependent)	This term describes a physiological response or state that an organism undergoes. An instance of an organism or a biological process is not necessarily characterized by an 'increased breathing rate' throughout its entire existence; it is a contingent state (a phase or role of the respiratory process) that begins and ends based on the presence of anxiety.	This term refers to a physiological occurrence or response (an event/process) rather than a sortal entity. While instances of 'person' or 'organism' carry identity conditions, a specific response like an 'increased breathing rate' lacks a principled diachronic identity condition; there is no global criteria to determine if a specific instance of increased breathing is the 'same' instance as one occurring at a different time or in a different context beyond its participation in a specific subject.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot satisfy the requirements for +O, as supplying an identity condition (+O) implies carrying one (+I). Furthermore, this term describes a specifically qualified physiological response, which typically inherits its identity from a more general class such as 'Physiological Process'.	This term describes a physiological process or specific functional state rather than an integrated object with mereological parts. As a temporal response/event, its instances are not recognized as intrinsic wholes with a fixed internal structure or equivalence relation that binds parts together into a unified entity; instead, they are characterized by their occurrence over a duration, which aligns with anti-unity.	The property 'increased breathing rate response to anxiety' is externally dependent on the property 'Anxiety', as a response cannot exist without the specific stimulus or state it is responding to, and 'Anxiety' is not a part nor a constituent of the physiological rate itself.	1	1	1	1	1	5	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A syncope response to fear is a transient physiological state or event. An individual (the instance) can experience this response without it being a necessary or essential property of their existence; they can move in and out of this state while maintaining their identity. Since this property is contingent for all its instances, it is classified as anti-rigid.	As a specific type of physiological response or occurrence, this term represents an event or state rather than a sortal entity. It does not supply its own global identity condition to distinguish or re-identify one instance from another over time without referring to the identity of the specific person or incident it is associated with.	Since the entity was determined to be -I (not carrying an identity condition), it cannot satisfy the requirement for +O, which requires a property to be rigid (+R) and supply a global identity condition. Furthermore, it is a non-rigid description of a physiological event that would inherit identity from a more general sortal.	A syncope response is a physiological process or event. While it has a temporal structure and causal components, it lacks the permanent, intrinsic mereological integration required for a whole (+U) and is not strictly defined as an aggregate or sum of disparate matter (~U).	The property 'syncope response to fear' is externally dependent on the property 'fear'. An instance of a syncope response cannot exist without the necessary existence of an instance of fear as a triggering cause, and fear is not a part, constituent, or quality of the physiological response itself.	1	1	1	1	1	5	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A syncope response to anxiety is a contingent state or process (a phase or role of a physiological state). An individual or their physiological system can exist without exhibiting this specific response, and they can transition in and out of this state while maintaining their identity. Therefore, it is not essential to any of its instances.	As a medical event or symptomatic response, it lacks its own intrinsic identity conditions. It is a state experienced by a Person (+I); while the person provides the identity, the 'response' itself does not provide a principled way to distinguish or re-identify one instance of the response from another over time without referring to the underlying rigid entity (the person) and a specific timestamp.	Since the entity was determined to be -I (meaning it does not carry an identity condition), it cannot fulfill the requirements for +O, as supplying an identity condition (+O) logically implies carrying one (+I).	As a medical condition or physiological response, instances of a syncope response lack a single, uniform equivalence relation that binds their constituent parts into an intrinsic topological or morphological whole. While symptoms may be functionally related, the property does not mandate that every instance be an intrinsic whole under a specific unity condition applicable to all cases.	A 'syncope response to anxiety' is externally dependent on both the physiological subject experiencing the response and the psychological state of 'anxiety' that triggers it; the response cannot exist without these distinct external entities.	1	1	1	1	1	5	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	+R	-I	-O	-U	+D	Attribution or Quality	A motoric response to fear (e.g., a specific instance of trembling or a reflex) is an event or process. For any instance of this property, it is essential to its identity: the moment it ceases to be a motoric response to fear, that specific instance ceases to exist. It cannot persist as a different type of phenomenon, unlike roles (~R) where the underlying entity survives the change.	As a type of behavior or process, it does not carry a global identity condition. While individual instances (events) can be identified, the property itself is non-rigid and lacks a criteria for synchronic and diachronic identity independent of the specific organism or neural state that realizes it.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply an identity condition (+O). Only rigid properties that provide a specific global condition for diachronic and synchronic identity can be marked +O.	A motoric response to fear (e.g., trembling, flight, or freezing) is typically a behavioral event or state rather than an intrinsic whole with a fixed mereological structure. While it involves physiological integration, it does not consistently carry a single unity condition across all instances, nor is every instance defined by being a maximal self-connected whole under a specific equivalence relation.	A motoric response to fear is externally dependent on a specific emotional state (fear). An instance of this response cannot exist without the existence of the fear that triggers it, and the fear is neither a part nor a constituent of the physical motor action itself.	2	1	1	1	1	6	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A motoric response to anxiety is a contingent state or behavioral phase of an organism. An individual (such as a person) can exhibit this response and subsequently stop exhibiting it without losing their identity, meaning it is not essential to any of its instances.	As a non-rigid property describing a process or behavior triggered by another state, there is no inherent identity condition provided to distinguish and re-identify a single persistent instance of this response over time. It is typically characterized by the underlying physiological or physical properties, not by a global identity condition of its own.	Since the entity was determined to be -I (not carrying an identity condition), it follows logically that it cannot supply an identity condition (+O). Furthermore, a motoric response is a non-rigid property or a dependent quality/event that does not provide a global principle for identifying individuals across various contexts.	A motoric response to anxiety is a behavioral event or physiological movement. While it has a temporal duration, it does not consistently possess a single, predefined equivalence relation (topological, morphological, or functional) that binds its 'parts' into an intrinsic whole across its entire existence in the same way a discrete physical object does. Its boundaries are often dependent on observation rather than internal mereological necessity.	A motoric response to anxiety is externally dependent on the property of 'Anxiety'. By definition, such a response cannot exist unless an instance of anxiety exists to trigger or characterize it, and the anxiety is not a part nor a constituent of the physical response itself.	1	1	1	1	1	5	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	+R	-I	-O	-U	+D	Attribution or Quality	Emotional valence is an essential property of the cognitive appraisal or emotion it characterizes; an instance of a positive valence cannot lose its 'positiveness' and remain the same instance of that valence. It is a defining quality rather than a transient role or phase.	Emotional valence is a quality or attribute of an emotion rather than a sortal entity. It does not supply its own identity conditions or criteria for re-identification of instances over time independently of the emotion it characterizes.	Since the entity was determined to be -I (not carrying an identity condition), it cannot fulfill the requirements for +O, which requires that a property both carry and supply its own identity condition. Emotional valence is a qualitative aspect of an emotion and does not provide an objective global identity condition for its instances.	Emotional valence is a qualitative attribute or degree of an emotion. It is not an 'intrinsic whole' with identifiable parts bound by a specific equivalence relation (topological, morphological, or functional). It is non-unifying because it is an abstract property dimension rather than a mereological system.	Emotional valence is externally dependent on a stimulus and a cognitive appraisal. By definition, a valence cannot exists in isolation; it must be an attribute of an emotional state that is triggered by an external or internal stimulus evaluated by a subject.	1	1	1	1	1	5	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	A process is a rigid property because an entity that is a process cannot cease to be a process without losing its identity. Unlike a role (e.g., 'Student') or a phase (e.g., 'Child'), being a process is an ontological classification that necessarily holds for its instances across all possible worlds.	A process carries identity conditions typically defined through spatio-temporal boundaries, the identity of its participants, and its causal history, allowing it to be re-identified and distinguished from other processes.	The property 'process' is a rigid sortal that supplies its own identity conditions (ICs), typically based on the temporal sequence of events, specific participants, and the spatio-temporal path it occupies. Unlike a sub-kind like 'Chemical Reaction' which might specialized these conditions, 'process' is the fundamental level where these identity criteria are defined.	A process is a temporal entity often defined by a causal or temporal sequence of events. While some specific processes may exhibit functional unity, the general property 'process' includes arbitrary sequences or continuous flows that lack a single common equivalence relation (omega) of maximal self-connectedness shared by all its instances.	A process, as a general ontological type, is not externally dependent on any specific property outside of itself to exist. While a specific process may require participants, the general property 'process' does not require the existence of an external entity that is not a part or constituent of itself.	1	1	1	1	1	5	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	The property 'characteristic' identifies an entity's role or status relative to an object rather than defining its essential nature. An entity (such as a specific qualitative value or disposition) can be considered a 'characteristic' in a particular context but may exist as a standalone entity or lose that specific relationship without ceasing to exist. Thus, being a 'characteristic' is a contingent role (anti-rigid) rather than an essential property for all its instances.	A characteristic is a non-sortal property that describes an attribute or trait of an entity. It does not provide a principled identity condition for its own instances to be re-identified or distinguished over time independently of the object it characterizes.	Since the entity was determined to be -I (not carrying an identity condition), it cannot fulfill the requirements for +O, which necessitates both rigidity (+R) and the carrying of an identity condition (+I) according to Definition 7.	A 'characteristic' (or quality/attribute) is an abstract entity that is typically atomic or an aspect of a host rather than a whole composed of integrated parts bound by a specific equivalence relation. Since it lacks a clear mereological structure or a unifying relation (omega) for its instances, it does not carry a Unity Condition.	A characteristic is an external notional dependent property because it cannot exist without an entity to characterize. Under ontological dependence, an instance of a characteristic requires the existence of a distinct bearer (an object or entity) which is not a part or constituent of the characteristic itself.	2	1	1	1	1	6	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A system process is inherently defined by being a process; it cannot cease to be a process without losing its identity as that specific instance of execution. If the entity exists, it is necessarily a process.	A system process is a sortal that carries identity conditions as its instances can be uniquely identified and tracked via a Process Identifier (PID), even if their execution state or resource consumption changes over time.	A system process supplies its own global identity conditions (typically a PID and an execution context) that are not inherited from a more general property. It is a rigid property that defines how its instances are individuated and tracked throughout their lifecycle.	A system process is an intrinsic functional whole. It consists of integrated parts (data structures, address space, threads) that are bound by a functional unity condition (omega), meaning the parts are maximally self-connected to achieve a specific execution goal and cannot be arbitrarily divided without destroying the identity of the process.	A system process is externally dependent on a processor (CPU) and memory to execute; it cannot exist as an instance without the presence of these distinct infrastructure components which are not parts or constituents of the process itself.	1	1	1	1	1	5	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A muscle system process is inherently defined by its biological and functional characteristics. If an instance ceases to be a muscle system process, it ceases to exist as that entity; an instance of a process cannot change its fundamental nature to become a different type of process while maintaining its identity.	Muscle system process carries an identity condition because processes are identifiable and re-identifiable through their participants (the specific anatomical structures involved), their spatio-temporal boundaries, and the specific sequence of sub-events that define the occurrence.	While 'muscle system process' carries an identity condition (+I), it is a specialization of more general biological or physical processes. It inherits its identity conditions (the criteria for how a process is individuated over time, typically through its participants and temporal boundaries) from a more general rigid property such as 'Biological Process' or simply 'Process', rather than supplying a unique, new global identity condition itself.	A muscle system process is a temporal entity or event. While its instances consist of coordinated sub-events, they do not consistently function as intrinsic wholes under a single, global equivalence relation (omega) that covers all instances of the property, nor are they necessarily bounded in a way that makes every part essential to the identity of the process as a whole.	A muscle system process is externally dependent on a muscular system and its biological host. To exist, the process necessarily requires a physical substrate (the musculature) which is not a part nor a constituent of the process itself, but is essential for its occurrence.	1	1	1	1	1	5	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	-I	-O	-U	+D	Attribution or Quality	A circulatory system process is defined by the functional transformation and movement of biological components. If a specific instance of such a process (e.g., a heartbeat sequence or blood flow) were to cease being a circulatory system process, it would cease to exist as that specific entity. It cannot transition into a different kind of process while maintaining its identity; therefore, it is necessarily its type for its entire duration.	A circulatory system process is a non-rigid property that characterizes events or functions occurring within the circulatory system. In most foundational ontologies, processes and activities do not carry their own identity conditions; rather, their identity is derived from the participants (e.g., the specific heart, blood vessels) and the temporal interval in which they occur.	Since the entity is determined to be -I (does not carry an identity condition), it cannot be +O, as supplying an identity condition (+O) logically requires carrying one (+I) and being a rigid property (+R).	A process such as 'circulatory system process' describes a temporal sequence of events. While it involves functional interactions between parts, it does not carry a single, uniform intrinsic unity condition (omega) that applies to all possible instances in the same way. Furthermore, parts of the process are often arbitrary temporal segments that do not necessarily form an intrinsic whole under a specific topological or morphological equivalence relation.	A circulatory system process is externally dependent on a circulatory system to serve as the agent or site of the process; the process cannot exist without the structural components of the system, and the system is neither a part nor a constituent of the process itself.	1	1	1	1	1	5	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	-I	-O	+U	+D	Attribution or Quality	A heart process (the sequence of events within a cardiac cycle) is rigid because if a specific occurrence is a heart process, it cannot transition into being a different type of process (e.g., a digestion process) while maintaining its identity. Its nature as a cardiac function is essential to its definition and existence.	A 'heart process' is a high-level generalization covering heterogeneous events (e.g., electrical impulses, mechanical contractions, biochemical cycles). It lacks a unified identify condition (IC) to distinguish or count instances across such disparate categories. While the 'heart' as a physical object has identity, processes involving it do not inherently possess a global synchronic or diachronic identity condition unless specialized into a specific sortal.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to Definition 7, +O implies +I; therefore, a property lack identity conditions entirely cannot supply them.	A 'heart process' refers to an integrated functional whole where biological activities are coordinated over time. It is not an arbitrary aggregate; rather, its stages and components are bound by functional unity and causal dependencies that form an intrinsic temporal whole.	A heart process (such as a heartbeat or cardiac cycle) is externally dependent on the existence of a heart. The process cannot exist or be defined without the presence of the physical organ that performs the action, which is not a part of the process itself but a distinct entity required for its manifestation.	1	2	1	1	1	6	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Attribution or Quality	A respiratory system process (such as gas exchange or ventilation) is inherently defined by its functional and causal mechanics. If a process instance ceases to be a respiratory system process, it loses its identity as that specific process; it cannot transition into being a different type of process (like a circulatory process) while remaining the same individual event.	A respiratory system process is a non-rigid property that categorizes various biological occurrences; it does not supply its own identity condition (IC) nor provide a way to distinguish one respiratory process from another across all contexts without referring to a specific host organism or specific spatio-temporal boundaries defined by more substantial sortals.	Since the entity was determined to be -I (meaning it does not carry an identity condition), it cannot be +O (supplying an identity condition), as supplying an identity condition (+O) logically implies carrying one (+I) and being a rigid property (+R).	A 'respiratory system process' is a temporal occurrence or event. While it occurs within a functional system, it does not consistently carry a single, uniform identity as an intrinsic mereological whole across all its instances. Unlike an organism (+U) or an aggregate (~U), processes are often demarcated arbitrarily by duration rather than by a fixed equivalence relation omega that defines the integration of its parts into a self-connected whole.	A respiratory system process is externally dependent because it cannot exist without the presence of a respiratory system (a physical organism or organ) to perform the process, and that system is neither a part nor a constituent of the process itself.	1	1	1	1	1	5	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	Transport is a rigid property because it describes the essential nature of the process. If a specific occurrence (an instance) is a transport process, it cannot cease to be transport without losing its identity as that process.	Transport is a sortal property because it refers to a process or event (a transition from one location to another) that carries identity conditions through spatio-temporal continuity and participating entities. Since it subsumes specific types like 'transmembrane transport', it inherits the ability for instances to be identified and distinguished based on their start point, end point, and the specific object being transported.	Transport is a rigid property (a fundamental biological process) that supplies the identity condition for its instances, differentiating a transport event from other types of processes (like metabolic ones). While specific sub-types exist, the core identity of what constitutes 'a transport event' is established at this level of the hierarchy.	The term 'transport' is a high-level abstraction for a process. While its specific sub-types (children) might imply functional unity, the general category does not enforce a single, common identity or connection relation (omega) that makes all its instances intrinsic wholes. Some instances may be discrete events, while others are broad patterns of movement.	Transport is an event-type property (process) that is externally dependent on both the entities being transported (the cargo) and the locations or media through which the transport occurs. An instance of transport cannot exist without the presence of the entities it acts upon, which are not parts or constituents of the transport process itself.	1	1	1	1	1	5	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Muscle contraction is a type of physiological process. An instance of a muscle contraction cannot cease to be a muscle contraction without ceasing to exist as that specific event; it is essential to the identity of the process itself.	Muscle contraction is a process/event that carries identity conditions based on its spatio-temporal boundaries, the specific muscle involved, and its duration, allowing for the re-identification of a specific contraction event across time.	Muscle contraction is a rigid property (a process type) that supplies its own identity conditions—specifically diachronic conditions involving the particular anatomical muscle fibers participating, the causal initiation event, and the temporal boundaries—which are not simply inherited from a more general process category.	A muscle contraction is a functional whole consisting of a coordinated, integrated sequence of physiological events (action potential, calcium release, cross-bridge cycling). It has a clear temporal and causal structure where the parts are bound by functional unity to form a singular occurrence.	Muscle contraction is an event or process that is externally dependent on a muscle (a body part) to act as its bearer. Since a contraction cannot exist without a specific instance of a muscle to undergo the contraction, it carries the +D meta-property.	1	1	1	1	1	5	
