term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	rigidity_attempts	identity_attempts	own_identity_attempts	unity_attempts	dependence_attempts	total_critique_attempts	error
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	-I	-O	+U	+D	Attribution or Quality	This term represents a specific physiological process. Any instance of this specific biological event cannot cease to be a sweat secretion response to fear without losing its fundamental identity as that specific process.	A sweat secretion response is a process/event that does not provide its own identity conditions to distinguish one instance from another; it relies on the identity of the specific human subject and the temporal boundaries of the fear stimulus.	Since the entity is labeled as -I, it cannot supply an identity condition (+O). Furthermore, it is a specific behavioral or physiological state that does not unify individuals under a global identity criterion of its own, but rather identifies a specific occurrence of a physiological event.	A sweat secretion response to fear is a discrete biological process with a defined start, end, and integrated causal mechanism (sympanic nervous system activation), constituting a functional temporal whole rather than an arbitrary aggregate.	As a response process or event, it is existentially dependent on both the physical biological organism (the sweat gland and autonomic nervous system) and the specific emotional or physiological state (fear) that triggers it.	1	1	1	1	1	5	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	+R	-I	-O	+U	+D	Attribution or Quality	This entity refers to a specific physiological process. Any instance of this process cannot exist without being a sweat secretion response to anxiety; once it occurs, its identity is defined by these specific causes and biological mechanisms.	A sweat secretion response is an event or process that occurs rather than an entity that maintains a persistent identity over time. While it can be measured, it does not carry a formal identity condition to distinguish one instance from another in a principled way beyond its temporal occurrence.	Since the entity is -I, it inherently cannot supply an identity condition (+O). Furthermore, it is a specific behavioral or physiological occurrence that inherits its underlying identity from the category of biological responses or processes.	As a specific physiological process, it is a functional whole with a structured sequence of causal events (amygdala activation, sympathetic nervous system signaling, and eccrine gland activation) that constitute a unified biological event.	A sweat secretion response to anxiety cannot exist on its own; it is existentially dependent on both a physiological organism to host the reaction and the psychological state of anxiety that triggers it.	1	1	1	1	1	5	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is a physiological response or state. An instance of a biological organism can exhibit this state and then return to a normal state without losing its identity as that organism. Therefore, the property is contingent and anti-rigid.	This is a property/state characterizing a biological event or symptom. It does not provide its own criteria for identifying individuals or distinguishing one instance of 'increased response' from another over time without referring to the specific organism or heart it inheres in.	Since the entity is analyzed as -I (lacking a defined identity condition), it cannot supply its own identity condition (+O). It represents an attribute or change in state rather than a fundamental sortal that establishes global identity.	This term describes a physiological variation or state property rather than a discrete, integrated whole. The 'response' lacks a singular, bounded mereological structure that defines it as a self-contained biological individual.	This entity is an event or physiological state that inherently depends on the existence of an external 'Fear Stimulus' or 'Environmental Event' that triggers the reaction. Since this external trigger is neither a part nor a constituent of the response itself, it satisfies the OntoClean definition for external dependence (+D).	1	1	1	1	2	6	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is a phase or state-based property of a heart; a heart can experience an increased response to anxiety and then return to a normal state without losing its identity as a heart.	Increased heart response to anxiety is a quality or state of an underlying physical process. It does not provide its own identity conditions for re-identification outside of the specific entity (e.g., a person) and the specific event it is associated with.	As the entity was previously determined to be -I (lacking an Identity Condition), it cannot supply its own identity condition (+O). It represents a state or behavioral manifestation whose identity is dependent on the specific instance of the heart and the anxiety event.	This term describes a physiological process or temporal event that lack intrinsic boundaries or a fixed mereological structure. It is a modification of a state rather than an integrated, discrete whole.	This entity is a physiological state or process that cannot exist autonomously; it inherently depends on the existence of a biological organism (a heart) and a psychological/emotional state (anxiety) to manifest.	1	1	1	1	1	5	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	This is a contingent physiological state or phase of an organism. An individual organism is not essentially an 'increased breathing rate response to fear'; it can exist without this state (at rest) and can gain or lose the property without losing its identity.	This term refers to a physiological occurrence or property that does not provide an inherent condition for identifying or distinguishing its instances over time; it is a manifestation of a state rather than an entity with a unique identity condition.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Furthermore, it is a specific response subtype that inherits its core identity from the more general process of physiological responses.	This entity is a functional whole representing a specific physiological process. It has integrated parts—neurological triggers, respiratory muscle movements, and gas exchange changes—that operate together as a discrete biological mechanism with definitive boundaries.	This entity is a physiological response and a specific behavioral manifestation that cannot exist without a sentient organism (the host) and a triggering emotional state (fear).	1	1	1	1	1	5	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	This is a contingent physiological phase or response. An organism can exist without exhibiting an increased breathing rate due to anxiety, and this state can be gained or lost over time, making it anti-rigid.	This term represents a processual or physiological state change rather than a specific individual entity. It does not carry an intrinsic identity condition to distinguish one instance of the response from another over time without referring to the specific individual (Person) experiencing it.	Since the entity is -I (does not carry an Identity Condition), it logically cannot supply its own identity condition (+O). It represents a specific behavioral or physiological state that relies on the identity of the organism or the specific event occurrence for its individuation.	This term describes a specific functional physiological process within an organism. It is a unified biological response with a distinct temporal structure, internal components (neurological signaling, muscular contraction), and an integrated purpose, rather than an arbitrary collection of unrelated events.	This entity is a physiological response and a quality of an organism; it cannot exist independently of the physiological process (breathing), the psychological state (anxiety), and the sentient agent experiencing both.	1	1	1	1	1	5	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	-R	-I	-O	+U	+D	Attribution (Non-rigid, no identity)	A physiological response like syncope is a contingent state or event. While syncope characterizes the instance as it occurs, the subject (the person) is not necessarily and essentially always in a state of syncope. Because individuals can transition into and out of this state, the property is not essential to the underlying identity of the entity.	A 'syncope response to fear' is a specific physiological event or process. While it can be identified as an instance of a reaction, it does not provide its own characteristic identity condition for re-identification over time; its identity is derived from the subject experiencing it and the specific temporal interval of the occurrence.	Since this entity was determined to be -I (not a rigid carrier of an identity condition), it cannot supply its own global identity condition (+O). It represents a reactive physiological state or occurrence that inherits its identity from broader categories of medical events or biological processes.	A syncope response is an integrated physiological process involving specific, coordinated events (vasovagal triggers, drop in blood pressure, loss of consciousness) that function as a single biological event with a defined temporal boundary.	A syncope response to fear is a physiological process that intrinsically depends on the existence of a sentient biological host (the person experiencing it) and the presence of a specific psychological or environmental trigger (fear).	1	1	1	1	1	5	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	A 'syncope response to anxiety' is a physiological state or phase that an organism enters into. It is not essential to the identity of the person experiencing it; an individual can exist without undergoing this response and can cease having the response while remaining the same individual. Since it is a contingent, temporary condition or role a body plays under specific stimuli, it is anti-rigid.	A syncope response to anxiety is a specific occurrence or state of an individual. While it is identifiable via the subject experiencing it, the property itself (being a syncope response) does not provide a specialized identity condition to distinguish one instance from another over time independently of the participant and the temporal event.	As the entity is already determined to be -I (Non-Identity), it cannot supply an identity condition. It is a subclass of 'syncope' or 'physiological response', inheriting its identity from those more general categories rather than providing its own unique global identity criteria.	A syncope response is an integrated physiological and pathological process with a specific temporal structure and causal sequence of parts (trigger, autonomic nervous system reaction, loss of consciousness), forming an identifiable functional whole.	The entity 'syncope response' is a specific physiological event or process that necessarily depends on a host organism (a person) to exist and is further dependent on the presence of an 'anxiety' trigger for its specific manifestation.	1	1	1	1	1	5	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	A motoric response to fear (such as trembling or freezing) is an anti-rigid property because it is a contingent phase or state of an organism. An organism can exist without currently exhibiting a motoric response to fear, and it can begin or cease to exhibit this response without losing its fundamental identity.	A motoric response to fear is a behavioral event or state that lacks its own intrinsic identity condition; it is typically identified via the subject experiencing the fear or the specific event occurrence rather than through a property-specific identity principle.	Since the entity is -I (lacks an identity condition), it logically cannot supply its own identity condition (+O). It is a descriptive classification of a behavior rather than a rigid sortal that dictates global parceling for its instances.	A motoric response is a functionally integrated physiological whole comprising coordinated neural signals and muscle contractions directed toward a specific behavioral output (e.g., flight or freeze), rather than an arbitrary collection of movements.	A motoric response to fear is an occurrent or event that cannot exist autonomously; it necessarily depends on the existence of a sentient host (organism) and the specific emotional state of 'fear' to manifest.	1	1	1	1	1	5	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	A response to a stimulus is a contingent role played by a motor action. A motoric action (such as tapping or pacing) is only classified as an 'anxiety response' relative to the psychological state prompting it; it can exist without this specific triggering context, and the subject can cease the response while still existing.	A motoric response to anxiety is a behavioral occurrence or property. While it may have duration, it lacks an intrinsic identity condition to distinguish one instance of the response from another over time or to re-identify it as a unique entity across different contexts.	Since the entity is analyzed as -I, it cannot supply an identity condition because identity conditions are only supplied by properties that carry them (+I). This term represents a specific behavioral manifestation rather than a discrete entity class with its own global identification criteria.	A motoric response is an integrated neurological and physiological reaction. It is a functional whole consisting of coordinated muscular activities and central nervous system signals that form a discrete symptomatic event rather than an arbitrary collection of movements.	A motoric response to anxiety is inherently dependent on the existence of an emotional or physiological state (anxiety). Without a subject experiencing the underlying anxiety, the specific response triggered by it cannot exist.	1	1	1	1	1	5	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	+R	-I	-O	-U	+D	Attribution or Quality	Emotional valence (the intrinsic goodness or badness of an emotion) is a rigid property; an instance of a specific valence cannot change its valence and remain that same instance of valence. It is an essential characteristic of the affective state it defines.	Emotional valence is a property or quality rather than a substantial entity; it lacks intrinsic identity conditions to distinguish one instance of 'positive valence' from another apart from the specific emotion or stimulus it characterizes.	Since the entity is analyzed as -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Emotional valence is a qualitative property that lacks a global identity criterion for distinguishing instances independently of the entity expressing the emotion.	Emotional valence is a qualitative dimension or property along a spectrum (positive to negative) rather than a discrete entity with mereological parts that form a functional whole.	Under cognitive appraisal theory, an instance of emotional valence is externally dependent (+D) because it cannot exist without a specific Stimulus (the object of appraisal) and a Subject (the appraiser). While valence inheres in the emotion itself, the OntoClean definition of Dependence is satisfied here because the valence's existence necessitates an external relationship to a specific Stimulus that is neither a part of the valence nor the host substance in which the valence inheres.	1	1	1	1	3	7	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	Being a process is essential to its instances; an individual process (an occurrent) cannot cease to be a process without ceasing to exist entirely. It describes the fundamental nature of the entity rather than a phase it transitions through.	A process carries identity conditions, typically based on its spatio-temporal trajectory, its participants, and its specific sequence of sub-events, allowing it to be identified and tracked over time.	A process supplies its own global identity condition, typically based on its spatio-temporal extent and the participation of specific objects over time, which differs from the identity conditions of substances or events.	A process is typically a perdurant entity whose parts (phases or stages) may be arbitrary or lack a specific intrinsic boundary that unifies them into a single holistic structure across its duration. While some processes have specific cycles, the concept 'process' in general does not guarantee a unifying principle for all instances.	A process is an occurrent that necessarily depends on at least one participant (the entity or entities undergoing the process) to exist; it cannot happen without an underlying object.	1	1	1	1	1	5	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	-R	-I	-O	-U	+D	Attribution (Non-rigid, no identity)	While some characteristics can be essential to an entity (e.g., the charge of an electron), many are accidental or non-essential and can be gained or lost without the entity losing its identity. Since it is not essential to all its instances, it is non-rigid.	A characteristic is an intrinsic property or quality (like 'redness' or 'bravery') that describes an entity but does not provide a self-contained identity condition to distinguish or re-identify instances of the characteristic itself over time.	Since the entity is analyzed as -I (lacking an identity condition), it cannot supply its own identity condition (+O). It serves as a property of other entities rather than providing a global identity framework.	A characteristic is an abstract quality or property. Since it lacks a physical or structural boundary and does not possess a mereological structure of parts forming a whole, it is non-unifying.	A characteristic is an Elizabethan property or quality that cannot exist in isolation; it must necessarily be inherent in, and therefore dependent on, a specific host entity or substrate to which it belongs.	1	1	1	1	1	5	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A system process is inherently a process; if it were to lose the characteristics of being a process (such as a sequence of execution or state transitions), it would cease to exist entirely. Therefore, it is essential to all its instances.	A system process carries identity conditions typically defined by a unique Process Identifier (PID) and its execution context, allowing it to be distinguished from other processes and re-identified through its lifecycle.	A system process supplies its own internal identity condition, typically based on a unique combination of its process ID (PID), execution context, and its lifecycle within an operating system, rather than inheriting its identity from a more general supertype.	A system process is a functional whole characterized by a specific sequence of internal operations and temporal stages that are causally integrated. It is not an arbitrary collection of events but a unified entity defined by its lifecycle and operational boundaries.	A system process is inherently dependent on an underlying execution environment or operating system to exist; it cannot exist as a standalone entity without hardware and software resources to host its execution.	1	1	1	1	1	5	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A 'muscle system process' is a rigid property because any individual occurrence categorized as such (e.g., muscle contraction) is necessarily an instance of that process throughout its existence across all possible worlds; it cannot cease to be a muscle system process without ceasing to exist as that specific occurrence.	As a biological process, it carries an identity condition through its spatio-temporal extent, the specific entities involved (muscles, nerves), and the causal trajectory that distinguishes one specific instance of the process from another.	As a specific type of biological process, 'muscle system process' supplies its own identity condition based on the specific spatio-temporal boundaries and the unique set of physiological events that define its execution, rather than merely inheriting them from a more general 'process' category.	A muscle system process is a unified functional whole consisting of coordinated, integrated physiological events within a biological system that occur in a specific temporal and causal sequence, rather than being a mere arbitrary collection of events.	A muscle system process is inherently dependent on the existence of a muscle system or muscular tissue to occur. It cannot exist as an independent entity without a biological substrate to perform the action.	1	1	1	1	1	5	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	-I	-O	+U	+D	Attribution or Quality	A circulatory system process is defined by its specific biological mechanism and function. An instance of such a process cannot transition into being a different type of process (like a metabolic or digestive process) while maintaining its identity; it is essential to what the process is throughout its occurrence.	As a process, it lacks an intrinsic identity condition (IC) independent of its participants and their temporal context. While individual instances can be tracked via their physical substrate, the property itself provides no internal criterion to uniquely identify one 'process instance' from another across all possible contexts without external reference to a specific organism's spatio-temporal history.	Since the entity is -I and does not carry an identity condition, it cannot supply its own identity condition (+O). Furthermore, as a specialized process, it inherits its identity conditions from the generalized Process category.	A circulatory system process is a unified functional whole consisting of coordinated sub-events (e.g., heart contraction, valve opening, blood flow) that must occur in a specific temporal and causal sequence to constitute the process.	A 'circulatory system process' (such as blood flow or heart rate) is an occurrence or function that is existence-dependent on the physical circulatory system and the organism it resides within; the process cannot exist independently of a substrate.	1	2	1	1	1	6	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A heart process is a biological process categorized by its intrinsic function and origin. An instance of a heart process (like a heartbeat or conduction) cannot cease to be that specific type of process while it still exists; its identity is defined by the process itself.	A heart process (like a cardiac cycle) carries an identity condition based on the specific anatomical heart it is associated with and its unique temporal boundaries and occurrence sequence.	While 'heart process' carries identity (+I), it is a specialization of the more general notion of 'biochemical process' or 'biological process', from which it inherits its identity conditions rather than supplying its own unique global criteria for identity.	As a process, it is a perdurant entity. While it represents a chain of events for a single organ, processes lack a definitive, intrinsic physical boundary or unified mereological structure that defines them as a single 'whole' in the same way a physical object is defined; segments of a process are often arbitrary.	A heart process (such as a heartbeat or cardiac cycle) is an occurrence that necessarily depends on the existence of a physical heart to manifest; it cannot exist independently of the anatomical entity it involves.	1	1	1	1	1	5	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A respiratory system process is defined by its biological function. An instance of this process (such as a specific event of gas exchange) cannot exist without being a respiratory system process; it cannot change its nature to become a different type of process while maintaining its identity.	As a process, it carries identity conditions based on its participants (biological structures) and its temporal boundaries. Instances are unique occurrences that can be re-identified by the specific span of time and the anatomical entities involved.	The term 'respiratory system process' is a sub-type of physical or biological processes and typically inherits its identity conditions from the category of 'Process' or 'Occurrent' rather than defining an entirely new, global principle for distinguishing individuals.	A respiratory system process, such as gas exchange or ventilation, lacks a self-contained mereological boundary. While it occurs within a functional system, the process itself is composed of arbitrary temporal stages and sub-activities that do not constitute a single 'intrinsic whole' in the same way a physical organ or discrete biological organism does.	A respiratory system process is inherently dependent on a respiratory system (the anatomical structure) to exist and occur. A process cannot exist independently of the physical entity that performs it.	1	1	1	1	1	5	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	+I	-O	+U	+D	Sortal (Rigid, carries identity)	The term represents a fundamental biological process. An instance of 'transport' (the directed movement of substances or objects) cannot cease to be transport without losing its identity as that specific process; it is an essential characteristic of the occurrence across all possible worlds.	As a biological process, 'transport' carries an identity condition based on the specific participants (cargo), the points of origin and destination, and the temporal duration of the event, allowing one instance of transport to be distinguished from another.	While 'Transport' carries a condition of identity for its instances (+I), it does not supply a unique identity condition of its own. As a high-level biological process category, it acts as a mixin or general property. Individual transport events derive their actual identity conditions (IC) from their specific physical mechanisms, participants, and spatiotemporal boundaries, which are specified at more granular levels of the hierarchy.	Transport is a processual whole consisting of integrated stages (loading, displacement, unloading) that form a functional unity. As a biological or physical event, it maintains a definite beginning, end, and internal structure, distinguishing it from an arbitrary collection of unrelated changes.	Transport is a process/event that inherently depends on the existence of at least two other entities: the entity being transported (the cargo) and the location or medium through which the transport occurs.	1	1	2	1	1	6	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Muscle contraction is a process entity. An instance of a muscle contraction cannot cease to be a muscle contraction without ceasing to exist; it is essential to the identity of that specific event.	As a process/event, a muscle contraction carries an identity condition based on the specific anatomical muscle involved, the precise temporal interval of its occurrence, and the spatio-temporal continuity of the physical transformation.	As a type of biological process, 'muscle contraction' supplies its own specific identity condition based on the specific spatio-temporal boundaries and the involved participants (muscle fibers), rather than inheriting its identity from a more general category like 'Physical Event'.	A muscle contraction is a unified physiological event with a defined temporal beginning and end, consisting of an integrated sequence of molecular interactions (actin-myosin cross-bridging) that function together as a distinct whole.	A muscle contraction is a process that inherently requires a muscle fiber to function as its bearer. The contraction cannot exist independently of the anatomical structure undergoing the action.	1	1	1	1	1	5	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	-I	-O	+U	+D	Attribution or Quality	As a specific biological process/function, an instance of 'respiratory gaseous exchange' cannot cease to be a respiratory gaseous exchange without losing its identity as that specific process. It is an essential characteristic of the instance throughout its existence.	This term describes a physiological process or occurrence rather than a discrete entity. While the participating components (like the lungs) carry identity, the exchange itself is a continuous activity that lacks a specific identity condition to distinguish one instance of the exchange from another over time.	Since the entity is analyzed as -I (lacking a specific identity condition for its instances), it cannot supply its own global identity condition (+O). It represents a physiological process category that depends on the identity of the physical organisms and systems participating in it.	The respiratory gaseous exchange is a functional unity performed by an integrated system of components (lungs, alveoli, capillaries) working as a coordinated whole. It is not an arbitrary collection of events but a singular, cohesive biological process with specific boundaries and structure.	Respiratory gaseous exchange is a processual entity that cannot exist without the presence and functioning of a respiratory system and the gases being exchanged. It is inherently dependent on these participating entities for its realization.	1	1	1	1	1	5	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	-U	+D	Attribution or Quality	A substance that is a body fluid secretion is such because of its origin and chemical composition. It cannot cease to be a secretion without losing its identity as that specific substance; there is no possible world where a body fluid secretion exists but is not a body fluid secretion.	Body fluid secretion is a substance-like entity (mass noun) that does not carry an inherent identity condition for re-identifying specific portions over time without external boundaries or containers; it lacks a principled way to distinguish one instance of the secretion from another once they are mixed.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply an identity condition (+O). Therefore, it inherits its identity from a more general substance or physical object category.	A body fluid secretion (like sweat, saliva, or mucus) is a non-discrete mass or amount of matter. It lacks a defining intrinsic boundary or fixed mereological structure that would make an arbitrary portion of it a single integrated whole.	A body fluid secretion is existentially dependent on the organism or biological system that produced it; a secretion cannot exist or be defined as such without reference to its source.	1	1	1	1	1	5	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	+U	+D	Attribution or Quality	Under the specific ontological definition provided, an entity categorized as a 'behavior' (an animal response involving the nervous system) cannot cease to be a behavior while continuing to exist. It is an essential property of the event/process itself; a neural-mediated response cannot transform into a non-behavioral developmental process without losing its identity.	The term 'behavior' is a property or an occurrent rather than an entity with a fixed identity condition. It lacks the criteria to uniquely identify or distinguish one specific instance of behavior from another over time without referring to the agent performing it.	Since the entity was determined to be -I (not carrying a consistent identity condition), it logically cannot supply its own identity condition (+O). Under the OntoClean methodology, supplying an identity condition (+O) implies carrying one (+I).	A behavior is an integrated sequence of movements or physiological events coordinated by a nervous system. It has a functional unity where parts (individual movements) are mereologically integrated into a specific goal-oriented whole.	Behavior is inherently dependent on an organism to manifest; it cannot exist as an independent entity. According to the provided definition, it specifically depends on an animal with a nervous system to serve as the agent of the behavior.	1	1	1	1	1	5	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	+D	Attribution or Quality	A biological process is rigid because an entity that is categorized as a biological process (e.g., 'metabolism' or 'cell signaling') cannot cease to be a biological process without losing its identity as that specific occurrence or series of events. It is a type-level classification defining the essence of the entity.	As a high-level generalization/category, 'biological_process' does not provide a uniform identity condition (IC) for its instances. Instead, specific identity criteria are supplied by its more specialized subclasses (sortals). While it represents a common nature, it lacks the specific individuation principle required to re-identify instances across time or contexts without deferring to a more specialized descendant.	Since the entity is analyzed as -I (does not carry an identity condition), it cannot supply its own (O). Furthermore, 'biological_process' functions here as a categorization for dynamic events which, in this context, lacks a singular, global identity condition of its own.	Biological processes are events or complex sequences of occurrences. While some may have structured stages, the general concept encompasses a vast range of disjointed activities at various scales (cellular to organismal) that do not possess a singular, uniform principle of unity defining them as a single integrated whole.	A biological process is inherently dependent on the physical entities (such as gene products, cells, or organisms) that undergo or execute the process; it cannot exist as an abstract entity without specific physical substrates.	1	2	1	1	1	6	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Attribution or Quality	In the Guarino & Welty (2000) framework, categories that define the essence of a particular are rigid. As a Biological Process (perdurant), an instance of a 'multicellular organismal process' cannot cease to be that process without ceasing to exist entirely. Because the identity conditions of the process are tied to its specific spatiotemporal parts and biological function, any entity that is an instance of this process is necessarily so in any possible world where it occurs; a multicellular process cannot 'become' a unicellular process or a non-process entity while maintaining its identity.	A biological process is a sequence of events rather than an individual entity with intrinsic identity conditions. While individual organisms have identity, the abstract class of a 'process' does not provide a principled way to uniquely distinguish one execution of the process from another without referring to external entities (like time or location).	Since the entity is analyzed as -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Furthermore, as a high-level biological process category, it describes actions or occurrences rather than providing a global identity framework for individuals.	As a biological process, it represents a series of events rather than a discrete physical whole. While individual organisms have unity, the process itself is a temporal sequence whose parts (sub-processes) are defined by stages or interactions rather than a synchronized mereological unity that defines a single 'object'.	A process is an occurrent that necessarily depends on at least one physical entity (a multicellular organism) acting as its bearer or participant in order to exist.	2	1	1	1	1	6	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	+R	-I	-O	-U	+D	Attribution or Quality	A 'secretion by tissue' is a biological process or substance defined by its origin and nature. An instance of secretion cannot cease to be a secretion by tissue and continue to exist as a different entity; it is an essential characteristic of the instance throughout its existence.	The term 'secretion by tissue' describes a process or an event. While it involves identifiable entities (the tissue and the substance), the action itself does not carry an intrinsic identity condition to distinguish one instance of the secretion process from another of the same type without referring to the participating entities.	Since the entity is analyzed as -I, it cannot supply an identity condition (+O requires +I). As an aspectual or relational occurrence, it does not provide a global identity condition for its instances.	A secretion consists of a quantity of substance (like mucus or hormones) that does not possess an intrinsic internal structure defining it as a singular functional whole; it remains the same entity whether it is a single drop or an accumulated mass.	A secretion by tissue is an event or process that is existentially dependent on the participating biological tissue to act as the source and the physical substance being secreted. It cannot exist as an independent entity without its substrate.	1	1	1	1	1	5	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	+R	-I	-O	~U	+D	Attribution or Quality	Locomotion is a rigid property because it defines a category where instances are necessarily acts of movement from one place to another; an instance of locomotion cannot lose the property of being movement and still exist as that same entity.	Locomotion is a process or property of motion. While it can be instantiated by entities that have identity (like a walking person), the occurrence of locomotion itself does not provide a principled way to uniquely identify or re-identify one instance from another without referring to the agent performing it.	Since the entity was determined to be -I (not carrying an identity condition), it cannot provide its own identity condition (+O). Locomotion is a property of change or process that relies on the identity of the physical entity moving.	As a process or activity, locomotion lacks a stable intrinsic mereological structure or unified boundary that defines it as a discrete whole. It is an occurrence that manifests over time through disparate movements rather than a self-contained individual with essential unity.	Locomotion is a process or quality that necessarily requires a subject (a physical agent or entity) capable of movement in order to exist; it cannot exist independently of an entity that is moving.	1	1	1	2	1	6	
secretion	http://purl.obolibrary.org/obo/GO_0046903	+R	-I	-O	-U	-D	Attribution or Quality	A secretion is defined by its origin and essential nature as a substance produced and released by a cell or gland. An entity that is a secretion cannot cease to be a secretion without ceasing to exist as that specific substance.	Secretion is generally considered a mass noun or a processual result that lacks a built-in identity condition (IC) for distinguishing one instance of the substance from another without external boundaries, similar to amount of matter.	Since the entity is -I and does not carry an identity condition, it cannot supply one; it follows the meta-property constraint where a property that lacks rigidity and specific identity criteria cannot be a provider of identity (an Identity Provider).	A secretion is generally considered a mass noun or a substance that lacks a defined principle of unity; it can be divided into smaller quantities (parts) that are still considered secretions, without a requisite functional or structural wholeness.	While a secretion is produced by an organism, its continued existence as a physical substance is not inherently tied to the simultaneous existence of the producer. Once generated, the secretion exists independently of the host.	1	1	1	1	2	6	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A process that is a 'nervous system process' is essentially so; it cannot transform into a different type of biological process (e.g., a circulatory process) while maintaining its identity. If it ceases to be a nervous system process, it ceases to exist.	As a biological process, it carries an identity condition through its spatio-temporal boundaries and its necessary connection to a specific, identifiable nervous system organism or structure.	A 'nervous system process' supplies its own identity conditions as it defines a specific category of events with distinct spatiotemporal boundaries and physiological characteristics that do not depend on a more general parent to be uniquely identified.	A nervous system process is a functionally integrated temporal whole. It consists of coordinated physiological events (like neurotransmitter release and action potentials) that must occur in a specific causal and structural sequence across a biological system to be recognized as a distinct, unified process.	A nervous system process is inherently dependent on a nervous system (the bearer) to occur; it cannot exist as an independent entity without the underlying biological substrate.	1	1	1	1	1	5	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	-R	-I	-O	+U	+D	Attribution (Non-rigid, no identity)	While this property is an essential biological process for many living organisms, it is not essential to all possible instances of things that might regulate fluid levels (such as mechanical systems or temporary experimental setups), nor is it logically essential to every entity that performs it across its entire existence.	As a biological process type, 'regulation of body fluid levels' describes a pattern of activity rather than providing a local identity condition to distinguish one specific occurrence from another without referencing their participants (e.g., the organism) or spatio-temporal boundaries.	Since the entity is -I and does not carry an identity condition, it logically cannot supply its own identity condition (+O). It represents an abstract process type that relies on the identity of the participating physical systems or time intervals rather than providing its own foundational criterion for individuation.	This term refers to a biological process, which is viewed as a functional whole consisting of coordinated, interdependent temporal parts and feedback loops. It identifies an integrated physiological mechanism rather than a mere arbitrary collection of events.	As a process/occurrence, the regulation of body fluid levels necessarily depends on the existence of a specific biological organism (the bearer) to which it belongs. According to the formal definition, this entity cannot exist without a specific individual physiological system to sustain it, satisfying the requirement for existential dependence on a non-part/non-whole.	1	1	1	1	2	6	
