term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Attribution or Quality	A respiratory system process is a type of biological process. By definition, if an instance is a respiratory system process, it cannot stop being such a process and remain the same instance; the identity of the process is tied to its specific manifestation of respiratory function.	The term 'respiratory system process' is a high-level biological activity. While instances occur, the property does not carry a global identity condition (IC) to distinguish one specific process instance from another of the same type or to re-identify it over time without referring to the specific individual (e.g., a person) performing the process. Following OntoClean, such processes are generally considered non-sortals unless a specific IC like a unique temporal interval or participant relationship is supplied.	Since the entity is characterized as -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the methodology, supplying an IC (+O) implies carrying one (+I) and being rigid (+R).	A process is a temporal entity. While specific instances of a respiratory system process (like an individual breath) have a beginning and an end, the property itself does not prescribe a single, global unity condition for what constitutes one 'whole' process versus a collection or sub-segment of processes.	A respiratory system process cannot exist in isolation; it is notionally and existentially dependent on the existence of a respiratory system (the anatomical structure or biological organism) that performs the process.	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	In the context of biological ontology, a process or event such as 'transport' is rigid. If an entity is an instance of transport, it is necessarily a transport process for its entire duration and across all possible worlds where it exists; it cannot exist as a static object or an unrelated process and then 'become' transport while maintaining its identity.	As a biological process, 'transport' is a sortal property that carries identity conditions through spatio-temporal continuity, involving the movement of specific entities from one location to another. Instances of transport can be individually distinguished and tracked over time, even if the term functions as a high-level grouping for more specific mechanisms.	As a rigid biological process category, 'transport' supplies the specific identity conditions (the criteria for defining the beginning, end, and continuity of the movement of substances) that are inherited by its sub-types (e.g., transmembrane transport).	In the context of biological processes, transport is viewed as a functional whole consisting of coordinated stages (initiation, movement, and delivery) that form a maximal self-connected sequence. Since its instances are cohesive biological events rather than arbitrary temporal aggregates, it carries unity.	Transport is an event-based property that is externally dependent on both the entities being transported (the cargo) and the locations or structures involved in the movement. An instance of transport cannot exist without the presence of the entities undergoing the process.	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A muscle contraction is an event or process; if it were to cease to be a contraction, it would cease to exist as that specific occurrence. It cannot 'stop' being a contraction and remain the same individual entity.	As an occurrence/event, muscle contraction carries an identity condition based on its participants (specific muscle fibers), its spatio-temporal boundaries, and the physiological process of the sliding filament mechanism, allowing it to be distinguished and tracked over time.	Muscle contraction is a discrete type of event or process (an occurrent) that supplies its own identity conditions based on the specific muscles involved, the temporal duration, and the neural impulses that trigger it. It does not simply inherit identity from a more general event category, but defines what constitutes 'this' specific contraction.	A muscle contraction is a functional whole consisting of a coordinated series of biological events (molecular interactions, chemical changes, and mechanical tension) that are integrated into a single unified physiological process with a clear beginning and end.	Muscle contraction is an event or process that is externally dependent on a muscle (the substrate) to exist. One cannot have a muscle contraction without the existence of a corresponding anatomical structure (muscle) that performs the action.	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	Respiratory gaseous exchange by respiratory system describes a specific type of biological process. By definition, any instance of this process must be a gaseous exchange performed by a respiratory system; if it were not, it would cease to be an instance of this specific property. It is not an optional or contingent role that a process plays, but identifies the essential nature of the process itself across all possible worlds where it occurs.	This term refers to a specific biological process. As a process/event, it carries an identity condition based on its participants (the respiratory system, the gases), its spatio-temporal boundaries, and its causal history, allowing it to be distinguished from other instances of gaseous exchange.	As a specific type of biological process, 'respiratory gaseous exchange' supplies its own local identity conditions (the physiological boundary of the exchange, the specific organs involved, and the chemical nature of the gases) that distinguish it from other general biological processes or other types of gas exchange.	The term describes a physiological process rather than a discrete physical object or substance. Processes are generally considered non-unifying (-U) because they lack both a clear mereological boundary that constitutes a 'whole' in the physical sense and the strict anti-unity found in arbitrary aggregates.	The property 'respiratory gaseous exchange' is externally dependent because it cannot exist without the presence of a 'respiratory system' and 'gases' to exchange. As a relational process, its existence is contingent upon these separate entities which are not parts or constituents of the process itself.	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	~U	+D	Attribution or Quality	A body fluid secretion (such as saliva or sweat) is defined by its biological nature and origin. An instance of a secretion cannot cease to be a secretion and remain the same individual entity; it is essential to what that substance is for as long as it exists.	Body fluid secretion is a substance-based property. While individual molecules have identity, the collective 'secretion' as a property does not provide a principled identity condition to distinguish one instance from another of the same type without referring to a specific container or parent organism.	Since the entity is -I (does not carry an identity condition), it logically cannot supply its own identity condition (+O). Supplying an IC (+O) implies carrying one (+I) and being rigid (+R).	Body fluid secretions are conceptualized as amounts of matter. Because any part of a secretion is also the same secretion and they lack a primary functional or topological boundary that defines a specific intrinsic whole, they are considered aggregates/sums without an inherent unity condition.	A body fluid secretion (such as saliva or hormones) is externally dependent on a host organism or gland to be produced and exist as a secretion; it cannot exist or be categorized as such without the biological entity that performs the act of secretion.	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	-U	+D	Attribution or Quality	The term 'behavior' represents a fundamental essence of an event or process category within the GO conceptualization; if a nervous-system response is an instance of 'behavior', it is necessarily a behavior by its internal nature and cannot cease to be a behavior while continuing to exist as that specific event.	Under the Gene Ontology's definition, 'behavior' is a process/occurrence rather than a sortal entity. It does not carry an intrinsic identity condition to distinguish one instance of behavior from another based on a unique relation like 'having the same fingerprints'; instead, its identity is derived from the participating entities (animal/nervous system) and the temporal context of the response.	Since the entity is already determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Supplying an identity condition logically requires that the property first carries one.	A behavior is a process or series of events, not a physical object with a spatial mereological structure that forms an intrinsic whole. According to the definitions, unity relates to distinguishing parts of an instance from the rest of the world; while a behavior has temporal parts, it lacks the 'intrinsic whole' (+U) property of a discrete physical entity and is not strictly a non-integrated aggregate (~U) like an amount of matter.	Behavior is externally dependent because it cannot exist without an agent (specifically an animal with a nervous system, according to the definition) that performs the behavior. One cannot have the behavior itself without the necessary existence of an organism which is not a part or constituent of the behavior, but is the subject of it.	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	-D	Attribution or Quality	A biological process is rigid because an instance of a process (e.g., a specific instance of cellular respiration or mitosis) cannot cease to be a biological process without losing its identity as that entity. In every possible world where that instance exists, it is inherently a biological process.	A biological process is a non-sortal property. While individual processes (like a specific instance of respiration) may be tracked, the term 'biological_process' itself serves as a high-level category that does not provide a specific, intrinsic identity condition (IC) for its instances. It is a mass noun or a characterizing category rather than a sortal that provides a principled way to distinguish or re-identify one process instance from another across time without referring to the specific entities (like cells or organisms) involved in it.	Since the entity is determined to be -I (does not carry an identity condition), it cannot supply its own identity condition (+O). According to the ontological definitions, supplying an identity condition (+O) implies both rigidity (+R) and carrying an identity condition (+I); naturally, an entity cannot supply what it does not possess.	The term 'biological_process' represents an abstract category of systemic activities. While specific instances of processes have temporal boundaries, they lack a definitive, common mereological structure or a singular 'omega' relation that makes every instance an intrinsic whole (e.g., it can describe something as fragmented as 'metabolism' or as specific as 'cell division').	A biological process, such as cell division or metabolism, is a fundamental category of occurrence that is defined by its own internal dynamics and phases. While it involves participants (like gene products), the property of being a 'biological process' itself does not necessitate an external dependent relationship on a separate entity that remains non-constituent or non-part of the process’s own structure.	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Attribution or Quality	A 'multicellular organismal process' is a rigid property because if an entity (a biological process) is an instance of this type, it must necessarily be so by its very nature. A process involving multicellular organisms cannot cease to be such a process and become, for example, a cellular component or a different kind of entity while maintaining its identity; its classification is essential to what it is.	A 'multicellular organismal process' is a high-level biological category of occurring events rather than an entity with a stable, intrinsic identity condition. There is no principled diachronic or synchronic criterion (like a unique identifier or spatio-temporal boundary) to distinguish one instance of this generic process from another without referring back to the specific organisms or sub-processes involved.	Since the entity is determined to be -I (does not carry an identity condition), it cannot supply its own identity condition (+O). According to the formal definitions, +O implies +I; since 'multicellular organismal process' is a high-level categorization of processes that lacks a specific global identity condition of its own, it is marked -O.	A biological process is characterized by a temporal sequence of events rather than being an intrinsic physical whole with a formal unifying relation (omega) that binds its instances into a single integrated individual. Since it describes a diverse class of activities occurring at different scales, it does not carry a common unity condition for all its instances.	A biological process, such as a multicellular organismal process, is inherently dependent on the existence of a biological entity (the multicellular organism) to realize the process; the process cannot exist in isolation without the organism that performs or undergoes it.	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	+R	-I	-O	-U	+D	Attribution or Quality	A biological process or event like 'secretion by tissue' is inherently rigid because it cannot cease to be that specific process without losing its identity. If an instance of a secretion event exists, it is necessarily a secretion event throughout its entire existence across all possible worlds.	The term describes a process or a functional occurrence. While specific instances of secretion have duration, they do not carry a global identity condition that allows for re-identification or the distinguishing of one instance of 'secreting' from another without referring to the underlying biological entities (such as the specific tissue or the chemical substance produced).	Since the entity is characterized as -I (does not carry an identity condition), it logically cannot supply its own identity condition (+O). According to the framework, supplying an identity condition (+O) implies carrying one (+I) and being rigid (+R).	The term refers to a biological process or the substance produced, which lacks a fixed morphological or functional unity defining it as a single intrinsic whole. Its instances are often mass nouns or continuous flows that do not have a specific unifying relation binding parts into a discrete individual.	A secretion cannot exist in isolation; it is defined by the necessary existence of the tissue that produces it. If the producing tissue does not exist to perform the action, the secretion (as a specific biological entity) cannot exist.	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	+R	-I	-O	-U	+D	Attribution or Quality	Locomotion is a rigid property because if an instance (an event or process) qualifies as locomotion, it must necessarily be locomotion by definition. A specific instance of movement cannot change into a different kind of process, such as digestion or oxidation, and remain the same instance.	Locomotion is a non-sortal property describing a process or activity rather than an object. It lacks a principled identity condition to distinguish one instance of 'walking' or 'moving' from another, or to re-identify the same instance over time without referring to the specific physical entity performing the action.	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). By definition, supplying an identity condition (+O) implies both carrying one (+I) and being rigid (+R).	As an event or process, locomotion is not an intrinsic whole with a single unifying relation defining its boundaries. While it has temporal parts, it lacks the topological or morphological cohesion that characterizes a whole entity; it is a description of a specific type of state or action rather than a discrete, integrated individual.	Locomotion is externally dependent on a physical object or organism that performs the movement; there cannot be an instance of locomotion without an entity being the subject of that motion.	
secretion	http://purl.obolibrary.org/obo/GO_0046903	+R	-I	-O	-U	+D	Attribution or Quality	Being a secretion is an essential quality of the substance itself; a substance cannot cease to be a secretion and still remain the same substance, as its identity is fundamentally tied to the biological process of its production.	The property 'secretion' describes a substance or amount of matter characterized by being produced and discharged by an organism. Like other mass nouns or 'Amount of Matter' properties, it does not provide a global identity condition for its instances; there is no principled way to distinguish or re-identify one instance of 'secretion' from another without referring to the specific physical object or organism (a +I property) that produced it.	Since the entity is determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Only rigid properties carrying an identity condition (+I) can supply an own identity condition.	The term 'secretion' can refer to both a specific biological structure (a whole) and an indeterminate amount of matter (e.g., a pool of fluid). Since not all instances of secretion are intrinsic wholes with a singular, unifying mereological relation, it does not carry +U, but it is not strictly anti-unity because some instances may function as wholes.	A secretion is externally dependent on a secreting agent (such as a gland, cell, or organism) that produced it. Because a substance is only categorized as a 'secretion' in relation to the biological process of its release from an external source, it cannot exist as such without that source having existed.	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	A nervous system process is categorized as a type of biological process. If a particular entity is an instance of a nervous system process, it cannot stop being a process of that kind without ceasing to exist as that specific entity. It is not an optional role or phase that an entity can transition in and out of while maintaining its identity.	A nervous system process is a sortal property. It carries an identity condition based on its causal participants (e.g., specific neurons involve), its temporal boundaries (start and end times), and its spatio-temporal continuity within a single organism's biological life cycle.	A nervous system process supplies its own identity condition as a specific sort of biological occurrence. In most biological ontologies, it is a rigid category (an instance cannot cease being a process and remain the same entity) and it establishes the specific criteria—such as temporal boundaries, participants, and neural pathways involved—required to distinguish it from other processes, rather than simply inheriting identity from a more general class like 'Process'.	A nervous system process, such as signaling or regulation, is a temporal unfolding of events rather than a discrete physical whole. While it involves integrated biological components, a 'process' does not carry a single, uniform unity condition that defines it as an intrinsic whole across all instances (e.g., a simple reflex vs. long-term memory consolidation).	A nervous system process is an occurrent that is externally dependent on a nervous system (the participant) to exist. Without the presence of an underlying anatomical nervous system, the process cannot occur.	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	The property 'regulation of body fluid levels' is a functional process or role performed by biological systems; an entity (such as a kidney or a specific physiological system) can exist without currently performing this process, and the process itself is not essential to the identity of the physical components in all possible worlds.	As a process-related property or activity, 'regulation of body fluid levels' does not carry a unique identity condition of its own. It is a non-sortal property because the identity of a specific instance of regulation depends on the identity of the organism or system performing it, rather than a characteristic property like a social security number or a unique fingerprint for the process itself.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Only rigid properties that establish global identity criteria for their instances are marked +O.	As a process or activity, this property specifies a functional relationship between physiological states rather than a physical or intrinsic whole. While it involves integrated systems, the property itself does not enforce a specific mereological structure or a single equivalence relation that identifies its instances as intrinsic wholes.	The property 'regulation of body fluid levels' is an external dependent property because, by definition, the process cannot exist unless there is a biological system or organism (the host) being regulated. The regulation itself is not a part or constituent of the organism, but its existence is necessarily tied to the existence of the organism it acts upon.	
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	-U	+D	Attribution or Quality	Cognition is a fundamental ontological category or property defining a specific mental process. If an entity is identified as an instance of cognition, it cannot cease to be so without losing its essential nature and identity as that specific process.	Cognition is a psychological process or state rather than an individual entity. It lacks a principled identity condition (IC) to distinguish one instance of 'cognition' from another in a diachronic way, nor is it a sortal that provides a way to re-identify the same instance over time.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Only rigid properties that establish global identity criteria are marked +O.	Cognition is a process or mental state that lacks a unified, intrinsic mereological structure. Unlike a physical whole where parts are bound by a specific relation (omega) to form an intrinsic whole, cognition describes a set of activities or functions that do not necessarily constitute a single, bounded whole across all instances.	Cognition is externally dependent because it cannot exist in isolation; it necessarily requires a cognizer (a sentient being or system) to perform the cognitive functions, and it is not a part or constituent of that person/system.	
localization	http://purl.obolibrary.org/obo/GO_0051179	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Localization is a relational property or a state that describes where an entity is situated. Since an instance (an entity) can change its location or cease to be localized at a specific position without losing its fundamental identity, the property is contingent for all its instances.	Localization is a non-sortal property that describes a state or a spatial relation. It does not provide a principled identity condition or a way to distinguish one instance of 'being localized' from another except by referring to the specific entity that carries that property.	Since the entity is characterized as -I (not carrying an identity condition), it cannot fulfill the requirements for +O, which necessitates both carrying and supplying an identity condition (+I and +R).	Localization is an abstract relational concept or process rather than a concrete entity with a physical or functional part-whole structure. Its instances do not form intrinsic wholes because they lack a common mereological bond or a unifying relation (omega) that defines them as distinct individuals.	Localization is an external notional dependence property; an instance of a localization cannot exist without some entity being localized and a specific location or spatial region to which it is being referred.	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	+R	-I	-O	-U	+D	Attribution or Quality	An 'establishment of localization' refers to a specific type of social or legal entity/occurrence. Under formal ontological analysis, if a particular instance is an establishment of localization, it cannot cease to be one without losing its unique identity; it is not a phase or a contingent role that the entity can transition out of while remaining the same individual entity.	The term 'establishment of localization' denotes a process or event. Processes typically lack inherent identity conditions (ICs) to distinguish one instance from another of the same type without referring to the objects or locations involved in the process. It is considered a non-sortal property.	Since the entity is characterized as -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Only rigid properties that actually carry identity conditions can supply them.	The term refers to a process or an abstract relational state. While the outcome may involve specific entities, the property 'establishment of localization' itself does not define a clear mereological boundary or a unifying relation that binds parts into an intrinsic whole.	The 'establishment of localization' is an event or process that is externally dependent on both the entity being localized (the subject) and the specific location or reference frame being established (the spatial target). It cannot exist without these distinct participating entities.	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	+R	-I	-O	-U	+D	Attribution or Quality	A motor behavior is defined by its occurrences and physical characteristics; an instance of a motor behavior (such as a specific reflex or gait) cannot cease to be a motor behavior without ceasing to exist as that specific entity. It is an essential property that characterizes the nature of the instance in all possible worlds.	Motor behavior is a characterization of physical actions or processes rather than a discrete entity with specific identity conditions. While an action can be observed, there is no intrinsic criterion (like a serial number or DNA) to distinguish one instance of 'behavior' from another or to re-identify the same instance over time if disrupted.	Since 'motor behavior' was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). According to the formal definitions, supplying an IC (+O) implies carrying one (+I) and being rigid (+R).	Motor behavior is a general property or class of events. While individual instances of motor actions (like a specific grasp) have functional unity, the property 'motor behavior' itself is a non-unifying category that includes scattered instances and arbitrary segments of movement, lacking a single shared equivalence relation of unity for all its members.	Motor behavior is externally dependent on a physical agent or entity capable of performing the action. A behavior cannot exist in isolation; it must be manifested by an organism or mechanism that serves as the substrate for the action.	
biological regulation	http://purl.obolibrary.org/obo/GO_0065007	+R	-I	-O	-U	+D	Attribution or Quality	Biological regulation is a rigid property because if a process is a biological regulation process, it is necessarily so by its internal nature and the laws of biology; it cannot transition into being a non-regulatory process while maintaining its identity as that specific process.	Biological regulation is a high-level category representing a type of process or occurrence. While we can describe it, it does not supply a specific identity condition (IC) to distinguish one instance of 'regulation' from another across time or distinct contexts without referring to the specific biological entity or process being regulated.	Since the entity is characterized as -I (not carrying an identity condition), it is logically impossible for it to supply an identity condition (+O). Furthermore, 'biological regulation' is an abstract processual concept that usually inherits identity from more specific instances or lacks a global condition for identifying distinct instances.	Biological regulation is a process or causal sequence. While it represents a functional activity, it lacks a specific, uniform mereological structure that binds its parts into an intrinsic whole across all instances (some are single chemical signals, others are complex feedback loops); it functions more as a property of a system rather than a self-contained whole.	Biological regulation is an external notional dependence because the process itself cannot exist without the presence of a target biological system, pathway, or function that is being regulated.	
regulation of biological quality	http://purl.obolibrary.org/obo/GO_0065008	+R	-I	-O	-U	+D	Attribution or Quality	The term 'regulation of biological quality' is an ontological category describing a specific type of biological process. Any instance that is this specific regulatory process must necessarily be so by definition in any world where it exists. If it ceased to be a regulation of biological quality, it would cease to be that specific process entirely, as this describes its fundamental nature rather than a contingent role or temporary phase.	The term ‘regulation of biological quality’ is a functional or characterization-based property. It lacks an intrinsic identity condition to distinguish one instance of regulation from another or to re-identify the same instance across time without referring to the underlying rigid process (the specific biological entity or event) that it subsumes or is a part of.	Since the entity is determined to be -I (does not carry any identity condition), it cannot possibly supply an identity condition (+O). According to the formal definitions, having your own identity (+O) implies carrying an identity condition (+I) and being a rigid property (+R).	As a biological process/event, 'regulation of biological quality' does not possess a single, predefined unity condition (omega) that defines all its instances as intrinsic wholes. While specific instances might have various structures, the property itself captures many diverse types of biological regulation that do not share a common, integrated mereological structure.	The existence of a regulation process is necessarily dependent on the existence of the biological quality or process being regulated. Regulation cannot occur in isolation; it requires a target quality (e.g., pH, concentration, or temperature) to act upon.	
sweat secretion	http://purl.obolibrary.org/obo/GO_0160269	+R	-I	-O	~U	+D	Attribution or Quality	Sweat secretion is a process or event; a specific instance of sweat secretion cannot cease to be such an occurrence and remain the same entity. In all possible worlds, once identified as a secretion event, it is necessarily that type of entity.	As an occurrence or amount of matter, sweat secretion lacks a principled identity condition to distinguish one instance of the substance or process from another over time without referring to a host or a specific spatio-temporal boundary (unity), making it a non-sortal.	Since the entity is categorized as -I, it does not carry an identity condition; consequently, it cannot supply its own identity condition (+O), as supplying an IC requires carrying one and being a rigid property.	Sweat secretion is considered an amount of matter or a substance. In ontological analysis, such properties are anti-unity because they are divisive and cumulative; any part of sweat is still sweat, and there is no inherent topological or functional relation that defines a specific 'whole' instance with maximal self-connectedness.	Sweat secretion is an event/process that necessarily depends on a biological organism (a sweat gland or the body as a whole) to occur. It cannot exist as an independent entity without a subject that performs the secretion; however, notably, the subject is not a part or a constituent of the secretion itself.	
quality	http://purl.obolibrary.org/obo/PATO_0000001	+R	-I	-O	-U	+D	Attribution or Quality	A quality (e.g., a specific color or a mass) cannot cease to be a quality without losing its identity as that entity. In philosophical ontology, qualities are typically considered rigid because they are not roles or phases that an entity can move in and out of while remaining the same thing.	Quality is typically a non-sortal property (an 'attribute' or 'property of a property'). Unlike objects or substances, it does not provide a principled way to distinguish or re-identify its instances over time independently of the entities they characterize.	Since the entity is determined to be -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Supplying an identity condition requires both Carrying Identity (+I) and Rigidity (+R).	As an abstract attribute or characteristic, instances of a quality do not have a mereological structure or parts that are bound together by a unifying relation to form a whole. Since qualities are not composed of parts that can be integrated into a functional or topological whole, they lack a unity condition.	A quality is an entity that cannot exist without inhering in a specific substrate or bearer. For any instance of a quality, there must necessarily exist a distinct entity that it characterizes.	
process quality	http://purl.obolibrary.org/obo/PATO_0001236	+R	-I	-O	-U	+D	Attribution or Quality	A process quality (such as its speed, duration, or intensity) is essential to the identity of that specific process instance. If a process quality were fundamentally different, it would characterize a different process or event; a process cannot change its inherent qualitative identity while remaining the same individual process.	A process quality (such as the speed of a race or the intensity of a movement) does not carry its own identity condition. While it can be measured, it lacks a principled way to distinguish or re-identify discrete instances of the quality itself independently of the process it characterizes.	Since the entity is analyzed as -I (not carrying an identity condition), it is logically impossible for it to supply its own identity condition (+O relies on +I). Furthermore, qualities are typically identifying only in relation to the entities they characterize.	Process qualities (such as the intensity or speed of an event) characterize the way a process unfolds rather than defining an intrinsic whole with integrated parts or a specific mereological structure. Unlike a physical object with a functional or topological unity, a quality is a dependent entity that lacks its own internal unifying relation (omega) to bind parts into a whole.	A process quality is a property that inheres in a process; it cannot exist without the specific process it characterizes. Based on the ontological definition provided, it is externally dependent because its existence necessitates the existence of another entity (the process).	
obsolete class	http://www.geneontology.org/formats/oboInOwl#ObsoleteClass	~R	+I	-O	-U	+D	Role (Anti-rigid, dependent)	The property 'obsolete class' is anti-rigid because it is a status or state that a class enters into during its lifecycle. An entity that is currently an obsolete class was previously a valid/active class, and thus being obsolete is not essential to its existence or identity in all possible worlds.	As a sub-property of 'Class', an 'obsolete class' inherits an identity condition (IC) from its rigid ancestor. Classes are identified by their unique names, URI identifiers, or intentional definitions, allowing them to be distinguished from other classes even when obsolete.	The term 'obsolete class' represents a phased or role-based categorization of a 'Class'. While it carries identity, it inherits its identity conditions from the rigid parent property 'Class' (or 'Taxonomic Unit'). It does not supply a new global identity condition itself, as identity is determined by the nature of being a Class, not the status of being obsolete.	The term 'obsolete class' describes a categorization based on a status rather than a specific mereological structure. Instances (the classes themselves) are abstract objects and do not necessarily possess a uniform unifying relation (omega) that defines them as intrinsic wholes; furthermore, the property does not carry a common UC for all its instances.	The property 'obsolete class' is externally dependent because an instance (a class) only attains the status of being 'obsolete' in relation to a specific context, such as a newer version of a software system, a standard, or a taxonomic framework that has superseded it.	
Thing	http://www.w3.org/2002/07/owl#Thing	+R	-I	-O	-U	-D	Attribution or Quality	The property 'Thing' is rigid because it is an essential property for every entity in the domain; an instance cannot cease to be a thing without ceasing to exist entirely in all possible worlds.	The term 'Thing' acts as the most general universal property and does not carry an intrinsic identity condition. Identity is only determined once a more specific sortal property (like 'Person' or 'Physical Object') is instantiated, as 'Thing' lacks the specific criteria required for re-identification or individuation of its instances.	The term 'Thing' is typically considered the top-level universal or a very general categorization. Since the provided context specifies that 'Thing' is -I (does not carry an identity condition), it logically cannot supply its own identity condition (+O), as supplying an IC requires first carrying one and being a rigid sortal.	The term 'Thing' is a highly general property that includes both intrinsic wholes (like persons) and aggregates or amounts of matter (like sand). Because it lacks a common, specific unity condition (omega relation) that applies to every instance, it cannot carry +U or ~U.	The term 'Thing' is the most general category or universal property. Its instances do not require the existence of any other specific external entities to exist; it is ontologically independent and self-contained.	
