term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is a physiological state or phase resulting from a specific stimulus (fear). An organism (the instance) can experience an increased heart response and then return to a baseline state without losing its identity, meaning the property is contingent and temporary.	This term represents a specific physiological state or event. While instances can be measured, the property itself does not provide an identity condition that allows us to distinguish between various occurrences of the response or trace their unique identity over time without referring to the specific individual (Person) or time-frame that supports it.	This entity is a modification/state of a physiological process and does not supply its own global identity condition; furthermore, since it was determined to be -I, it cannot be +O as supplying an IC requires carrying one.	This term describes a physiological process or attribute state rather than a discrete entity with integrated parts. While it occurs within a unified biological system, the 'increased response' itself lacks a specific mereological structure or intrinsic cohesion required for a unified whole.	This entity is a physiological reaction that cannot exist in isolation. It necessarily depends on both a sentient organism (the host) and a specific emotional or physiological stimulus (fear) to occur.	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is an anti-rigid property because it describes a physiological state or role of a heart rate response. A heartbeat can be classified as an 'increased heart response' at one point in time due to anxiety, but it can cease to be so without the specific biological entity losing its existence.	This is a property/state describing a physiological change. It lacks an intrinsic identity condition to distinguish one instance of 'increased heart response' from another without reference to the specific organism or the heart in which it occurs.	Since the entity is -I (lacks an identity condition), it cannot supply its own identity condition (+O). It represents a physiological variation or state rather than a fundamental sortal that defines its own global identity criteria.	This term refers to a physiological state or clinical sign rather than a discrete, integrated whole. It lacks an intrinsic boundary that defines a unified entity with structural parts; instead, it describes a relative change in a biological process.	This entity is a physiological response, which is an occurrent that intrinsically depends on the existence of both a biological organism (a heart) and a psychological state (anxiety) to manifest.	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	This is a contingent physiological state or phase of a biological system; a person or organism remains the same entity regardless of whether they are currently exhibiting an increased breathing rate in response to fear.	This term represents a physiological state or instance of a process. While it can be measured, it does not provide an intrinsic identity condition to distinguish one instance of 'increased breathing' from another over time or across different individuals without referring to the identity of the breathing organism itself.	Since the entity is analyzed as -I (does not carry an identity condition), it cannot supply its own identity condition (+O). This specific response is a dependent quality of an occurrence and lacks an inherent mechanism for global individuation.	This term describes a physiological process which is an integrated whole. The various components (nerve impulses, muscular movements, and gas exchange) are functionally unified to achieve a singular biological response to a stimulus.	The existence of this physiological response is intrinsically dependent on the presence of a sentient biological organism (the host) and a specific psychological state (fear) to occur.	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	This entity represents a physiological role or phase-like response. An organism is not essentially an instance of this state; it is a contingent condition that an organism enters and exits during specific circumstances (anxiety).	This is a specific physiological event or occurrent state. While occurrences have temporal boundaries, the property of having an increased breathing rate does not itself provide a unique identity condition to distinguish one instance of the response from another without referring to the specific individual (Person) experiencing it.	Since the entity is labeled -I (lacks an identity condition), it logically cannot supply its own identity condition (+O). It acts as a qualitative state or phase of a process rather than a substance-like entity that defines its own global identity.	This entity is a property-dependent functional whole consisting of a coordinated physiological process. It involves integrated biological parts (lungs, diaphragm, neural signaling) working as a single, unified reaction to a specific stimulus, giving it a clear mereological integrity.	This entity is a physiological response and an event which necessarily depends on the existence of both a biological host (the organism) and a specific psychological state (anxiety) to occur.	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	-R	-I	-O	+U	+D	Attribution (Non-rigid, no identity)	A physiological reaction or event like syncope is non-rigid because it is an occurrent or state triggered by specific conditions. An instance of a 'fear response' may transition between different states or subtypes, and the property of responding specifically through syncope is not an essential foundational identity of the underlying physiological process in all possible worlds; however, it is not ~R (anti-rigid) because the event itself exists only as that response.	A syncope response to fear is an occurrent or event occurrence. While it can be characterized by attributes, it does not provide an autonomous identity condition to distinguish or re-identify one instance from another over time without referring to the specific individual (the bearer) or the specific temporal interval in which it occurs.	Since the entity is -I and does not carry an identity condition, it cannot supply its own identity condition (+O). It represents a specific behavioral/physiological reaction that inherits its fundamental identity from the broader category of biological processes or medical symptoms.	A syncope response is an integrated physiological process involving a specific sequence of biological events (vasovagal reaction). It functions as a temporal whole with a clear functional unity rather than an arbitrary collection of unrelated symptoms.	A syncope response to fear is an event or manifestation that is existentially dependent on both a sentient subject to experience the response and a specific psychological or physiological stimulus (fear) to trigger it; it cannot exist as a standalone entity.	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	A 'syncope response to anxiety' is a contingent state or physiological reaction. An entity (like a person) can experience this response without it being an essential part of their identity, and they can cease to have this response (e.g., through treatment or habituation) while remaining the same entity.	As a specific clinical manifestation, 'syncope response to anxiety' is a property or state of an organism rather than a rigid entity that provides its own identity conditions; its identification depends on the identity of the person experiencing it.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Furthermore, it is a sub-state or specific manifestation of a physiological process that inherits its identity from the category of medical conditions or events.	A syncope response is an integrated physiological process involving a specific, functional sequence of autonomic nervous system events (e.g., vasovagal reaction). It behaves as a unified whole with a clear onset, progression, and resolution rather than a mere collection of disconnected symptoms.	A 'syncope response to anxiety' is an extrinsic state that is specifically dependent on the existence of both a physiological host (the person experiencing it) and a triggering stimulus (anxiety) to occur.	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	A 'motoric response to fear' is a phase or state of an organism. An organism that exhibits this response can cease to exhibit it while maintaining its identity; therefore, the property is contingent and anti-rigid for its instances.	A motoric response to fear is a type of occurrence or behavior that lacks an intrinsic identity condition to distinguish between multiple instances of the same response without referring to the specific individual or event it is associated with.	Since the entity is analyzed as -I (lacking a globally unique identity condition), it cannot supply its own identity condition (+O), as a property can only supply an identity condition if it carries one.	A motoric response is a coordinated physiological and kinetic whole consisting of integrated muscle activations directed toward a specific functional end (e.g., flight or fight), rather than an arbitrary sum of movements.	A motoric response to fear is an occurrent or state that intrinsically depends on the existence of both a biological organism to exhibit the response and an internal or external stimulus (the fear state) to trigger it.	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	+U	+D	Role (Anti-rigid, dependent)	A response to a stimulus is a relational and contingent phase of behavior; an organism can exist without exhibiting this specific motoric response, and the behavior itself is identified by its temporary role as a reaction to a specific internal state (anxiety).	A motoric response to anxiety is a behavioral state or event type. While it may be categorized, it does not provide an intrinsic identity condition to uniquely distinguish one specific instance of a response from another over time without referring to an external entity, such as the individual person performing the action.	Since the entity is -I and does not carry an identity condition, it cannot supply an identity condition. It is a behavioral categorization that depends on a more foundational entity, such as a physical organism or a specific event, for its identification.	A motoric response is an integrated biological and physiological whole consisting of coordinated neuromuscular activities that function as a single event with specific boundaries in time and process.	A motoric response is inherently dependent on a stimulus or internal state; specifically, it cannot exist without the psychological or physiological state of anxiety that it characterizes or reacts to.	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	+R	-I	-O	-U	+D	Attribution or Quality	In the context of the domain, emotional valence is a rigid property because an instance of emotional valence (e.g., a specific positive or negative orientation) is defined by that characteristic. If it lost its valence, it would cease to be an emotional valence; it is essential to the identity of the concept itself across its existence.	Emotional valence is a quality or property of an emotional state rather than an entity with its own principled identity condition; there is no inherent mechanism to distinguish or re-identify one instance of 'positive' valence from another across time as a persistent individual.	Since the entity is -I (lacks an identity condition), it cannot supply its own identity condition (+O), as the formal constraint requires that any entity supplying an identity condition must also carry one.	Emotional valence is a property or scalar attribute (ranging from positive to negative) rather than a discrete entity with integrated internal parts. It lacks a mereological structure that would define it as a single 'whole' in the sense of a physical or biological system.	Emotional valence cannot exist in isolation; it is a dependent property that necessarily requires both an emotional state and a sentient subject (individual) who undergoes a cognitive appraisal process.	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	A process is a rigid property because an entity that is categorized as a process cannot cease to be a process without losing its identity. Unlike roles or phases, something characterized as a process stays a process throughout its entire existence.	A process carries identity conditions typically defined through its participants, its temporal boundaries (start and end times), and its spatio-temporal continuity. This allows for the re-identification of a specific process instance over time.	A Process is a fundamental ontological category that supplies its own identity condition, typically based on spatio-temporal extent and the causal connection of its constituent stages, rather than inheriting identity from a more general concept.	A process is a perdurant that lacks an inherent, uniform principle for determining its boundaries as a single whole. While some processes have specific cycles, the category generally includes both integrated activities and arbitrary temporal segments, making it non-unifying.	A process is an occurrent that necessarily depends on at least one participant (an endurant) to exist or unfold. For example, a 'running' process cannot exist without a runner.	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	-R	-I	-O	-U	+D	Attribution (Non-rigid, no identity)	While a specific characteristic (like 'redness') might be essential to a specific abstract concept, in general, properties considered characteristics are often non-rigid. An entity can gain or lose a characteristic (such as a person's hair color or a leaf's state of decay) without losing its fundamental identity, yet some characteristics could be essential to their carriers.	A characteristic is an abstract property or quality rather than a discrete entity with its own identity condition; it provides a way to describe other things but lacks a principled mechanism for re-identifying instances of itself over time.	Since the entity was determined to be -I (does not carry an identity condition), it follows logically that it cannot supply its own identity condition (+O). Properties like 'characteristic' are typically understood as contingent properties or qualities that depend on their bearer or a more specific rigid type for identity.	A characteristic is an abstract property or quality. Unlike concrete wholes, characteristics do not possess a mereological structure where parts are integrated into a single functional or physical unit; a characteristic is simple or distributive rather than a unified whole.	A characteristic is inherently relational and dependent; it cannot exist in isolation and must necessarily be the characteristic of some specific entity or bearer.	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A 'system process' is a fundamental type of computational entity. An instance that is a process cannot undergo a change in its identity to become something else (like a static file or a hardware device) and still exist; if it ceases to be a process, that specific instance has terminated.	A system process carries identity conditions through a unique Process Identifier (PID) or its specific execution context (memory space, start time, parent ownership), allowing it to be distinguished and re-identified through its lifecycle.	A system process provides its own identity condition (often via a unique Process ID and its execution context) that is specific to its nature and not merely inherited from a more general class like 'Action' or 'Event'.	A system process is a functional whole with an integrated mereological structure where the sequence of operations and resource usages are bound together to achieve a specific state or output, rather than being an arbitrary collection of events.	A system process is inherently dependent on an underlying execution environment, such as a hardware processor and an operating system kernel, to exist and function.	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	-O	+U	+D	Sortal (Rigid, carries identity)	A muscle system process is rigid because any process that belongs to this category is inherently and necessarily a muscle system process. A biological process cannot change its fundamental nature to become a different type of process (e.g., a metabolic process) while maintaining its identity; once it ceases to be a muscle system process, it ceases to exist.	As a biological process, it carries identity conditions based on its specific temporal boundaries, the specific anatomical structures involved (muscles), and its causal history.	While 'muscle system process' carries an identity condition (+I) that allows it to be distinguished from other processes, it inherits this identity condition from more generic classes such as 'biological process' or 'process' rather than introducing a novel, unique identity criterion at this specific level of specialization.	A muscle system process is a unified whole consisting of temporally and functionally integrated sub-events (e.g., cell signaling, contraction, relaxation) that follow a specific biological order to achieve a physiological result.	A muscle system process is an occurrence that necessarily depends on the existence of a muscle system or biological organism to function as the agent or site of the process; the process cannot exist independently of the biological substrate that participates in it.	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	-I	-O	+U	+D	Attribution or Quality	A process of the circulatory system is essentially a circulatory system process. If an entity is identified as this specific physiological process, it cannot cease to be that process without losing its identity.	As a process, it is a perdurant that lacks its own internal Identity Condition; identity for specific processes is typically derived from the participating entities or specific spatio-temporal boundaries rather than the process type itself.	Since the entity is -I (does not carry an identity condition), it cannot supply its own identity condition (+O). It represents a general category of biological occurrences that lacks a specific identity criterion for individual instances.	A circulatory system process is a functional whole composed of integrated, interdependent sub-processes (such as heart contraction and blood flow) that together form a unified, continuous biological system.	A circulatory system process is a specific biological occurrence or function that requires the existence of a circulatory system (an anatomical structure or organ system) to occur; it cannot exist independently of that system.	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	+I	-O	+U	+D	Sortal (Rigid, carries identity)	A 'heart process' refers to a specific biological process of the heart. If an instance is a heart process, it is essentially such; it cannot stop being a heart process and remain the same instance, nor can a non-biological process transform into a heart process.	As a biological process, a heart process derives an identity condition from its participants (the heart) and its spatio-temporal boundaries, allowing it to be uniquely identified and re-identified.	A 'heart process' is a specific kind of 'process'. It does not supply its own unique set of identity conditions; instead, it inherits the general identity conditions of the parent category 'process', specifying when a temporal occurrence is the same over time.	A 'heart process' refers to an integrated physiological activity, such as a heartbeat or cardiac cycle, which possesses a specific temporal structure and functional integration of its constituent phases.	A heart process (the functioning or physiological activity of a heart) cannot exist without the specific heart that undergoes the process.	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Attribution or Quality	A respiratory system process is rigid because any individual process classified as such (e.g., gas exchange) cannot exist without being a respiratory system process; it is defined by its inherent nature and functional identity, which it cannot cease to have while existing.	A respiratory system process is a type of Occurrent (specifically a biological process). It does not carry an intrinsic identity condition of its own; rather, its identity and individuation are typically derived from the physical participants (e.g., the specific lung or organism) and the time interval in which it occurs.	Since the entity is -I (does not carry an identity condition), it logically cannot supply its own identity condition (+O). It serves as a categorizing property for various physiological activities rather than providing a unique global identification mechanism.	While a respiratory process is dynamic, it often consists of a series of sub-events that do not necessarily form a discrete, self-contained physical whole with a fixed boundary. Unlike a biological organ which is +U, a process is often viewed as a sequence of activities where the 'unity' is functional or temporal rather than a grounded mereological integrity.	A respiratory system process necessarily depends on the existence of a respiratory system (the anatomical structure) to serve as its bearer or site of execution. It cannot exist as a freestanding entity without its underlying biological substrate.	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Transport is a rigid property because it defines the fundamental nature of the biological process itself. An instance of transport cannot cease to be an instance of transport without losing its identity as a process. It is an essential property to all its instances in all possible worlds.	Transport is a biological process/event. In formal ontology, events carry identity conditions (often based on their participants, specific location, and temporal boundaries) that allow for re-identification and differentiation between distinct occurrences of the same process type.	As a Rigid sortal in this context, 'transport' supplies its own global identity condition to its instances (processes) rather than inheriting it from a more general class or being a non-sortal property.	Transport is a functional whole consisting of a coordinated process where the movement of an entity from a source to a destination requires integrated biological or mechanical components working together to achieve a discrete transition.	Transport is a process entity; it is inherently dependent on the existence of both the entity being transported (the cargo) and the substrate or space through which the movement occurs.	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A muscle contraction is a specific biological occurrence or event. An instance of a muscle contraction cannot cease to be a muscle contraction while continuing to exist; it is essential to the identity of the event itself.	As a process/event, a muscle contraction carries an identity condition through its participants (the specific muscle fibers involved) and its specific spatio-temporal boundaries, allowing it to be distinguished from other contraction instances.	As a specific type of physiological process, 'muscle contraction' supplies its own identity conditions based on the specific spatio-temporal boundaries, the fibers involved, and the biochemical events that distinguish it as a discrete occurrence from other biological processes.	A muscle contraction is a unified physiological event with a defined temporal beginning and end, held together by a specific sequence of biological stages (depolarization, cross-bridge cycling). It is an integrated 'whole' process rather than a mere arbitrary sum of movements.	A muscle contraction is a process or event that cannot exist independently; it inherently depends on a muscle (an anatomical structure) as its host or bearer to occur.	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	This term refers to a specific biological process/function. Any instance of respiratory gaseous exchange is inherently and necessarily such a process; it cannot exist or be defined as anything else without losing its identity as that specific biological occurrence.	As a specific occurrence of a biological process, it carries an identity condition based on its spatio-temporal boundaries, the specific biological organisms involved, and its continuous causal history.	Since this is a specific physiological process, it supplies its own identity conditions based on its unique spatio-temporal boundaries and the specific transformation of gasses, rather than inheriting these conditions from a more general property.	The term refers to a specific, integrated physiological process where various anatomical components (lungs, alveoli, capillaries) work together as a functional whole to perform a discrete biological task.	The process of respiratory gaseous exchange is inherently dependent on the existence of a respiratory system to function as the underlying substrate/host. It cannot occur unless the anatomical structures of the system are present to facilitate it.	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	-U	+D	Attribution or Quality	Being a body fluid secretion is an essential property of an instance. A substance that is secreted (such as saliva or sweat) cannot cease to be a body fluid secretion while continuing to exist as that same substance; its identity is defined by its biological origin and composition.	Body fluid secretion is an amount of matter (a mass noun) rather than a countable object; it lacks a specific identity condition that allows for the distinguishing or re-identifying of one instance from another without referring to a physical object that contains it.	Since the entity is analyzed as -I, it cannot supply an identity condition (+O). Furthermore, 'body fluid secretion' is a categorization based on a biological process rather than a substance with an inherent, foundational identity condition of its own.	Body fluid secretions, like amounts of matter or mass nouns, do not possess a required intrinsic structure or global unity criteria that define them as unique wholes; any part of a secretion is itself a secretion, and they can be divided or merged arbitrarily without losing their identity.	A body fluid secretion (such as sweat, saliva, or mucus) is existentially dependent on the biological body or specific gland that produced and released it; it cannot exist as a secretion without the context of a secretory source.	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	+U	+D	Attribution or Quality	Under the specific ontological definition provided, something classified as a 'behavior' (an animal response involving the nervous system) reflects its fundamental nature. Once an event is categorized as a behavior, it cannot cease to be a behavior while remaining that same event in any possible world; it is essential to the identity of the process itself.	Behavior is an occurrent or a processual entity; it does not carry its own intrinsic identity condition to distinguish one instance from another without referring to the specific animal or nervous system (the agent) performing it over a specific time interval.	Since this entity was previously determined to be -I (not carrying a specific identity condition), it cannot logically supply one (+O). Furthermore, 'behavior' functions as a characterization of actions rather than a property providing a global identity condition for its instances.	A behavior, as defined by the Gene Ontology, is an integrated, self-contained functional whole consisting of a coordinated sequence of signals and movements regulated by a nervous system. It is not an arbitrary collection of actions, but a structured process with a clear beginning, end, and internal mereological cohesion.	A behavior is inherently dependent on a nervous system and an organism (specifically an animal, per the definition provided) to manifest; a behavior cannot exist as a standalone entity without an underlying agent performing it.	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	A biological process is a rigid property because if an entity (like photosynthesis or cellular respiration) is a biological process, it cannot cease to be a biological process without losing its identity. It is an essential categorization of the entity's nature across all possible worlds.	As a Category/Kind representing a unified series of events, a biological process carries an identity condition based on its unique spatio-temporal boundaries, starting/ending conditions, and the specific participants (e.g., genes, proteins) involved.	A biological process is a top-level category (root node) that provides its own global identity conditions based on spatiotemporal boundaries and specific biochemical transformations, rather than inheriting identity from a more general super-property.	Biological processes represent activities or unfolding events rather than integrated physical wholes with defined boundaries. They lack a consistent, intrinsic principle of unity that defines them as a single discrete whole across all instances.	A biological process is inherently dependent on the existence of one or more physical entities (such as organisms, cells, or gene products) to act as participants or substrates for the process to occur.	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Attribution or Quality	A multicellular organismal process is defined by its inherent nature as a biological occurrence involving multiple cells within an organism. An instance of such a process cannot cease to be a multicellular organismal process without losing its identity as that specific process.	Multicellular organismal process is a category of occurrence (processual entity) rather than a base entity; it does not provide an intrinsic identity condition to distinguish one instance of a process from another without referring to the specific organisms or timeframes involved.	Since the entity is analyzed as -I (does not carry an identity condition), it cannot logically supply its own identity condition (+O). Furthermore, it represents a high-level category of biological processes rather than a discrete entity with a unique, globally distinct identification mechanism.	A process is a temporal entity rather than a physical whole with a fixed mereological boundary. While the 'organism' involved has unity, the 'process' itself is a collection of activities that may be scattered, recurring, or partial, lacking an intrinsic unifying structure that defines it as a singular integrated whole across all instances.	A multicellular organismal process is inherently dependent on the existence of a multicellular organism to serve as its host or substrate; the process cannot exist as a standalone entity without the entity undergoing it.	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	~R	+I	-O	-U	+D	Role (Anti-rigid, dependent)	This term describes a functional role or a processual output of a tissue. A biological substance (like a hormone or enzyme) is defined as a 'secretion' only in the context of being produced by a donor tissue; it can exist outside of this active state or be classified as a product, making the property non-essential to the substance's core identity across all possible worlds.	As a process/event, a specific secretion can be identified and distinguished by its spatio-temporal boundaries, the specific tissue (agent) involved, and the substance produced.	The property 'secretion by tissue' is a specialization of the more general biological process 'secretion'. It inherits its identity conditions from the higher-level class rather than supplying a unique global identity framework of its own.	The term describes a biological process or the resulting substance. As a substance or activity, it lacks specific boundaries or an internal structure that defines it as a single unified whole; it can be divided or aggregated without losing its essential nature.	A secretion is onto-logically dependent on the tissue that produces it; a secretion cannot exist without an originating biological source (the tissue) that performs the action of secreting.	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	-R	-I	-O	+U	+D	Attribution (Non-rigid, no identity)	Locomotion is a property or state that an organism or object can exhibit. Since many entities (such as physical organisms) can transit between states of locomotion and rest without losing their fundamental identity, the property is not essential to all its instances.	Locomotion is a process or property of motion; it does not provide an inherent condition for identifying or re-identifying an instance over time independently of the entity performing the movement.	Since 'locomotion' was determined to be -I (non-identity-carrying), it cannot supply its own global identity condition, as supplying an identity condition (+O) logically requires carrying one (+I).	Locomotion is a functional whole consisting of a coordinated, integrated sequence of movements (parts) directed toward a specific end (displacement). It possesses a clear mereological structure where the components cannot be arbitrarily detached while maintaining the identity of the process.	Locomotion is an occurrent or process that necessarily depends on a physical entity (an agent or organism) to serve as the substrate or 'mover' for the movement to occur.	
secretion	http://purl.obolibrary.org/obo/GO_0046903	+R	-I	-O	-U	+D	Attribution or Quality	A secretion is a specific substance or material produced by a biological process. An entity that is a secretion cannot cease to be a secretion and exist as something else; it is essentially defined by its nature and origin as a secreted substance throughout its existence.	Secretion is generally considered a mass noun or a substance-like entity (amount of matter). It lacks a principled, intrinsic identity condition to distinguish one individual instance from another over time without referring to its container or source.	Since the entity is determined to be -I (not carrying a consistent identity condition), it cannot supply its own identity condition (+O). It represents a role played by certain substances or products rather than a rigid sortal that defines the identity of the entities it classifies.	A secretion is generally considered a mass or amount of matter rather than a functional whole with a fixed mereological structure; parts of a secretion are themselves secretions, and they do not always form a unified individual.	A secretion is ontologically dependent on the biological source (an organ, gland, or cell) that produced it; it cannot exist as a 'secretion' without a functional relationship to an originating organism.	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A nervous system process is defined by its biological nature and the physiological interactions within a nervous system; an occurrence that is a nervous system process cannot cease to be one without ceasing to exist as that specific process.	A nervous system process is an occurrent that carries identity conditions through its participants (the biological entities involved), its temporal boundaries (start/end times), and its spatio-temporal trajectory.	A nervous system process supplies its own specific identity condition based on the biological events, temporal boundaries, and neural components involved, rather than inheriting its identity from a more general category like 'Occurrence' or 'Process'.	A nervous system process is a functional whole consisting of coordinated, integrated physiological events that form a discrete temporal unit rather than a mere arbitrary sum of biological activities.	A nervous system process is a biological process that necessarily depends on the existence of an anatomical nervous system to act as its bearer; it cannot exist independently of the structural biological system in which it occurs.	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	+R	-I	-O	+U	+D	Attribution or Quality	In a biological or physiological context, 'regulation of body fluid levels' is a definitive process. Any instance of this process is inherently and essentially a regulation of body fluid levels for as long as it exists; it cannot stop being such a process and become something else without ceasing to be itself.	As a biological process/occurrence, 'regulation of body fluid levels' does not carry its own intrinsic identity condition. Instead, its identity is derived from the participating organism and the specific time interval in which it occurs.	Since the entity is determined to be -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Furthermore, as a biological process, it inherits identity from the instances and temporal extents involved rather than providing a global identity condition itself.	This term represents a functional biological process that exists as an integrated whole. Its sub-processes (such as hormonal signaling, renal filtration, and thirst stimulation) are logically and physiologically interconnected parts that form a unified complex event.	Regulation of body fluid levels is an occurrent/process that necessarily depends on the existence of a biological organism and its internal fluids to take place. It cannot exist as an independent entity.	
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	+U	+D	Attribution or Quality	Cognition is a rigid property because if an instance is identified as a cognition (a mental process or state), it cannot cease to be a cognition without losing its fundamental identity. It is an essential characteristic of the instance across all possible worlds.	Cognition is a process or mental phenomenon that typically lacks a formal, inherent identity condition (IC) used to distinguish or re-identify discrete instances over time without referring to the specific agent or subject performing the cognition.	Since the entity was determined to be -I (incapable of carrying an identity condition), it logically cannot supply its own identity condition (+O). It lacks a global criterion for distinguishing one instance of cognition from another in a persistent way.	Cognition is an integrated functional whole consisting of emergent mental processes (perception, memory, reasoning) that work as a unified system rather than a mere aggregate of independent parts.	Cognition is an occurrent or mental process that cannot exist in isolation; it necessarily depends on a cognitive agent (such as a biological brain or a functional system) to manifest or be instantiated.	
localization	http://purl.obolibrary.org/obo/GO_0051179	-R	-I	-O	-U	+D	Attribution (Non-rigid, no identity)	Localization is a state or process of being restricted to a particular place. Entities are not essentially defined by their localization status; for example, a software project or a chemical substance can undergo localization or transition out of a localized state while maintaining its identity.	Localization is a state, process, or property describing a position or the act of assigning a location. It does not provide an inherent principle for identifying or re-identifying an instance as a unique individual entity over time; rather, identity is typically derived from the entity being localized.	Since the entity is -I and does not carry an identity condition, it cannot supply one; it typically denotes a state, property, or event that depends on another entity for identity.	Localization is a relational property or state rather than an integrated whole. It lacks an intrinsic mereological structure or a unifying principle that defines it as a distinct, unified entity with integrated parts.	Localization is an extrinsic property or event; it necessarily depends on the existence of both a subject being localized and a specific target environment or context in which the localization occurs.	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	+R	-I	-O	+U	+D	Attribution or Quality	The term refers to a specific occurrence or an event (the process or act of localizing something). In formal ontology, occurrents are inherently rigid: an entity that is an 'establishment of localization' cannot cease to be one without ceasing to exist as that specific event.	Establishment of localization is an occurrence or process rather than a substantial individual; as an event-type property, it does not provide its own identity condition (IC) to distinguish one instance from another without referring to the entities undergoing the localization or the specific spatio-temporal coordinates.	Since the entity is analyzed as -I (lacks an identity condition), it cannot supply its own identity condition (+O). Only entities that supply a global identity condition for their instances are marked +O.	In a biological or technical context, an establishment of localization represents a specific, completed state of spatial organization. It is characterized by integrated boundaries and a functional relationship between the localized entity and its target site, forming a unified topological whole.	The establishment of localization is an event or process that is inherently dependent on both the agent initiating the establishment and the entity or spatial region being localized.	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	+R	-I	-O	-U	+D	Attribution or Quality	Motor behavior is a category of process or event; any instance that is a motor behavior is essentially so for its entire duration. An instance of motor behavior cannot cease to be a motor behavior without ceasing to exist as that specific event.	Motor behavior is a property or dynamic attribute of an organism; it lacks a specific identity condition to distinguish one instance from another over time without referring to the specific entity performing the behavior.	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Furthermore, 'motor behavior' describes a qualitative classification of movements rather than providing a foundational identity schema.	Motor behavior is a functional categorization of movements that can range from a single muscle twitch to complex, continuous activities; it lacks an inherent, uniform mereological boundary that defines a single integrated whole across all its instances.	Motor behavior is an occurrent or state that cannot exist in isolation; it necessarily depends on the existence of a biological organism or mechanical agent that performs the behavior.	
