constraint	severity	sub_label	sub_rigidity	sub_identity	sub_own_id	sub_unity	sub_dep	sub_class	sup_label	sup_rigidity	sup_identity	sup_own_id	sup_unity	sup_dep	sup_class	description	sub_uri	sup_uri
R3	VIOLATION	sweat secretion	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.obolibrary.org/obo/GO_0160269	http://purl.obolibrary.org/obo/BFO_0000015
R3	VIOLATION	sweat secretion response to emotion	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.bioontology.org/ontology/EMRO/0000008	http://purl.obolibrary.org/obo/BFO_0000015
R3	VIOLATION	sweat secretion response to fear	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.bioontology.org/ontology/EMRO/0000025	http://purl.obolibrary.org/obo/BFO_0000015
R3	VIOLATION	syncope response to anxiety	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.bioontology.org/ontology/EMRO/0000032	http://purl.obolibrary.org/obo/BFO_0000015
R3	VIOLATION	syncope response to emotion	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.bioontology.org/ontology/EMRO/0000015	http://purl.obolibrary.org/obo/BFO_0000015
R3	VIOLATION	syncope response to fear	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.bioontology.org/ontology/EMRO/0000031	http://purl.obolibrary.org/obo/BFO_0000015
R3	VIOLATION	system process	+R	-I	-O	~U	+D	Process	process	~R	-I	-O	~U	+D	Process	~R(super) not inherited: non-anti-rigid subclass of anti-rigid parent	http://purl.obolibrary.org/obo/GO_0003008	http://purl.obolibrary.org/obo/BFO_0000015
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	system process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.obolibrary.org/obo/GO_0003008
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	nervous system process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.obolibrary.org/obo/GO_0050877
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	multicellular organismal process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.obolibrary.org/obo/GO_0032501
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	cognition	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.obolibrary.org/obo/GO_0050890
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	process	~R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.obolibrary.org/obo/BFO_0000015
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	phenomenal cognitive experience	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.bioontology.org/ontology/EMRO/0000001
U2	VIOLATION	emotional experience (feeling)	+R	+I	+O	+U	-D	Sortal	biological_process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000002	http://purl.obolibrary.org/obo/GO_0008150
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	system process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.obolibrary.org/obo/GO_0003008
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	nervous system process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.obolibrary.org/obo/GO_0050877
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	multicellular organismal process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.obolibrary.org/obo/GO_0032501
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	cognition	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.obolibrary.org/obo/GO_0050890
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	process	~R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.obolibrary.org/obo/BFO_0000015
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	phenomenal cognitive experience	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.bioontology.org/ontology/EMRO/0000001
U2	VIOLATION	sensory experience	+R	+I	+O	+U	+D	Sortal	biological_process	+R	-I	-O	~U	+D	Process	~U(super) not inherited: anti-unity not carried by subclass	http://purl.bioontology.org/ontology/EMRO/0000005	http://purl.obolibrary.org/obo/GO_0008150
